TUCASEID,TULINENO,EXLCH,EELCH,EEBRK,EXBRK
20070111061259,4,0,1,2,0
20070111061295,2,0,1,2,0
20070111061295,3,0,1,1,0
20070111061296,2,0,1,2,0
20070111061313,3,0,1,2,0
20070111061313,4,0,1,2,0
20070111061318,3,0,1,2,0
20070111061399,3,0,1,2,0
20070111061399,4,0,1,2,0
20070111061399,5,0,1,2,0
20070111061401,3,0,1,1,0
20070111061415,3,0,1,2,0
20070111061415,4,0,1,2,0
20070111061415,5,0,1,2,0
20070111061417,3,0,1,2,0
20070111061417,4,0,1,2,0
20070111061419,5,0,1,1,0
20070111061419,6,0,1,1,0
20070111061443,2,0,1,1,0
20070111061447,3,0,1,1,0
20070111061447,4,0,1,1,0
20070111061447,5,0,1,1,0
20070111061457,3,0,1,2,0
20070111061457,4,0,2,2,0
20070111061536,3,0,1,2,0
20070111061536,4,0,2,2,0
20070111061536,5,0,2,2,0
20070111061571,3,11,2,2,11
20070111061571,4,0,1,2,0
20070111061571,5,0,1,2,0
20070111061583,3,0,1,2,0
20070111061583,4,0,1,2,0
20070111061597,3,0,1,2,0
20070111061668,4,0,1,1,0
20070111061682,2,0,1,1,0
20070111061682,3,0,1,1,0
20070111061682,4,0,1,1,0
20070111061696,1,0,1,2,0
20070111061696,4,0,1,2,0
20070111061706,3,0,1,2,0
20070111061757,3,0,1,1,0
20070111061761,5,0,1,1,0
20070111061761,6,0,1,1,0
20070111061788,3,0,1,1,0
20070111061788,4,0,1,2,0
20070111061818,3,0,1,1,0
20070111061818,4,0,2,2,0
20070111061892,3,0,1,2,0
20070111061900,3,0,1,1,0
20070111061900,4,0,1,1,0
20070111061932,4,0,1,2,0
20070111061951,3,0,1,1,0
20070111061951,4,0,1,1,0
20070111061951,5,0,1,1,0
20070111061951,6,0,1,1,0
20070111061959,1,0,1,2,0
20070111061959,5,0,1,2,0
20070111061959,7,0,1,2,0
20070111061975,1,11,2,2,11
20070111061975,4,0,1,2,0
20070111061975,5,0,1,2,0
20070111061975,6,0,2,2,0
20070111061975,7,41,1,2,41
20070111062014,3,0,1,2,0
20070111062020,3,0,1,2,0
20070111062077,3,0,2,2,0
20070111062077,4,0,1,2,0
20070111062108,2,0,1,2,0
20070111062108,3,0,1,2,0
20070111062122,1,0,1,2,0
20070111062122,4,0,1,1,0
20070111062122,5,0,1,1,0
20070111062182,3,0,1,2,0
20070111062182,4,0,1,2,0
20070111062182,5,0,1,2,0
20070111062194,6,0,1,2,0
20070111062210,1,0,1,1,0
20070111062210,3,0,1,1,0
20070111062242,4,0,1,1,0
20070111062250,3,0,1,2,0
20070111062250,4,0,1,2,0
20070111062264,1,0,1,2,0
20070111062264,3,0,1,2,0
20070111062270,1,0,1,2,0
20070111062283,3,0,1,1,0
20070111062283,4,0,2,2,0
20070111062345,3,0,1,2,0
20070111062345,4,0,1,2,0
20070111062345,5,0,1,2,0
20070111062345,6,0,1,2,0
20070111062345,7,0,1,2,0
20070111062346,3,0,1,2,0
20070111062358,3,0,1,2,0
20070111062370,3,0,2,2,0
20070111062370,4,0,1,2,0
20070111062370,5,0,1,2,0
20070111062370,6,0,2,2,0
20070111062394,5,0,1,1,0
20070111062395,3,0,1,2,0
20070111062395,4,0,2,2,0
20070111062399,1,0,1,1,0
20070111062399,3,0,2,2,0
20070111062399,4,0,2,2,0
20070111062401,4,0,1,1,0
20070111062401,5,0,1,1,0
20070111062446,3,0,1,2,0
20070111062447,3,0,1,2,0
20070111062447,4,0,1,2,0
20070111062447,5,0,1,2,0
20070111062486,3,0,1,2,0
20070111062486,4,0,1,2,0
20070111062496,4,0,1,1,0
20070111062527,1,0,1,1,0
20070111062530,3,0,1,2,0
20070111062530,4,0,1,2,0
20070111062535,4,0,2,1,0
20070111062535,5,0,2,1,0
20070111062535,6,0,2,1,0
20070112060002,3,0,1,2,0
20070112060002,4,0,1,2,0
20070112060013,3,0,1,2,0
20070112060013,4,0,2,2,0
20070112060043,2,0,1,1,0
20070112060043,3,0,2,2,0
20070112060043,4,0,2,2,0
20070112060046,3,0,1,1,0
20070112060046,4,0,2,2,0
20070112060048,3,0,1,2,0
20070112060048,4,0,1,1,0
20070112060048,5,0,1,1,0
20070112060054,2,0,1,2,0
20070112060084,2,0,1,2,0
20070112060095,2,0,1,1,0
20070112060127,2,0,1,2,0
20070112060127,3,0,1,1,0
20070112060127,4,0,1,1,0
20070112060127,5,0,1,1,0
20070112060127,6,0,1,1,0
20070112060127,7,0,1,1,0
20070112060127,8,0,1,1,0
20070112060127,9,0,1,1,0
20070112060501,3,0,1,2,0
20070112060501,4,0,1,2,0
20070112060502,3,0,1,2,0
20070112060502,4,0,2,2,0
20070112060505,3,41,1,1,41
20070112060506,2,0,1,2,0
20070112060506,3,0,2,2,0
20070112060507,3,0,1,2,0
20070112060508,1,0,1,2,0
20070112060513,2,0,1,1,0
20070112060513,3,0,1,1,0
20070112060513,4,0,1,1,0
20070112060523,1,0,1,2,0
20070112060526,3,0,1,2,0
20070112060526,4,0,1,2,0
20070112060534,3,0,1,2,0
20070112060534,4,0,1,2,0
20070112060534,5,0,2,2,0
20070112060543,4,0,1,1,0
20070112060543,5,0,1,1,0
20070112060543,16,0,1,1,0
20070112060545,3,0,1,1,0
20070112060545,4,0,2,2,0
20070112060551,4,0,1,1,0
20070112060551,5,0,1,1,0
20070112060551,6,0,2,2,0
20070112060551,7,0,2,2,0
20070112060573,3,0,2,2,0
20070112060573,5,0,1,2,0
20070112060584,2,0,1,1,0
20070112060654,1,0,2,2,0
20070112060654,4,0,1,2,0
20070112060658,3,0,1,1,0
20070112060664,3,0,1,2,0
20070112060664,4,0,2,2,0
20070112060685,3,0,1,1,0
20070112060687,1,0,1,2,0
20070112060687,4,0,1,2,0
20070112060688,2,0,1,2,0
20070112060718,3,0,1,2,0
20070112060718,4,0,1,2,0
20070112060761,3,0,1,1,0
20070112060761,4,0,2,2,0
20070112060761,5,0,2,2,0
20070112060762,4,0,1,2,0
20070112060766,6,0,1,1,0
20070112060766,7,0,1,1,0
20070112060771,3,0,1,2,0
20070112060771,4,0,2,2,0
20070112060800,4,0,1,2,0
20070112060808,3,0,2,2,0
20070112060808,5,0,1,2,0
20070112060811,1,0,1,2,0
20070112060811,4,0,2,2,0
20070112060811,5,0,2,2,0
20070112060822,1,0,1,2,0
20070112060822,6,0,1,2,0
20070112060847,2,0,1,2,0
20070112060847,3,0,1,1,0
20070112060857,1,0,1,1,0
20070112060901,1,41,1,1,41
20070112060901,3,0,1,2,0
20070112060901,4,0,1,1,0
20070112060901,5,0,1,1,0
20070112060925,3,0,1,1,0
20070112060943,1,0,1,2,0
20070112060945,3,41,1,2,41
20070112060961,3,0,1,1,0
20070112060961,4,0,1,1,0
20070112060961,5,0,2,2,0
20070112060961,6,0,2,2,0
20070112060961,7,0,2,2,0
20070112060971,3,0,1,2,0
20070112060971,4,0,1,2,0
20070112060992,1,0,1,2,0
20070112061008,2,0,1,2,0
20070112061010,2,0,1,2,0
20070112061018,3,0,1,2,0
20070112061018,4,0,1,2,0
20070112061018,5,0,1,2,0
20070112061037,2,0,1,1,0
20070112061039,3,0,1,1,0
20070112061039,4,0,1,1,0
20070112061049,1,0,1,1,0
20070112061049,4,0,1,1,0
20070112061049,5,0,1,1,0
20070112061049,6,0,2,2,0
20070112061055,4,0,1,2,0
20070112061064,3,0,2,2,0
20070112061064,4,0,1,1,0
20070112061067,3,0,1,2,0
20070112061067,4,0,1,2,0
20070112061067,5,0,1,2,0
20070112061097,1,0,1,1,0
20070112061097,3,0,1,1,0
20070112061097,4,0,1,1,0
20070112061097,5,0,1,1,0
20070112061097,6,0,1,1,0
20070112061129,3,0,1,2,0
20070112061129,4,0,1,2,0
20070112061129,5,0,1,2,0
20070112061132,1,0,1,2,0
20070112061140,3,0,1,2,0
20070112061140,5,0,1,1,0
20070112061140,6,0,1,1,0
20070112061161,3,0,1,2,0
20070112061161,4,0,2,2,0
20070112061163,3,0,1,1,0
20070112061163,4,0,1,1,0
20070112061167,3,0,1,2,0
20070112061183,3,0,1,2,0
20070112061183,4,0,2,2,0
20070112061191,3,0,1,2,0
20070112061198,3,0,2,2,0
20070112061198,4,0,1,2,0
20070112061198,5,0,1,2,0
20070112061201,3,0,1,2,0
20070112061201,4,0,1,2,0
20070112061201,5,0,1,2,0
20070112061202,4,0,1,2,0
20070112061228,4,0,1,2,0
20070112061228,7,0,1,2,0
20070112061229,4,0,1,2,0
20070112061232,3,0,1,2,0
20070112061237,3,0,1,2,0
20070112061237,4,0,1,2,0
20070112061270,1,0,1,2,0
20070112061270,4,0,2,2,0
20070112061287,2,0,1,2,0
20070112061292,3,0,1,1,0
20070112061296,5,0,1,2,0
20070112061296,6,0,1,2,0
20070112061296,7,0,1,2,0
20070112061296,8,0,1,2,0
20070112061301,3,0,1,2,0
20070112061301,4,0,1,2,0
20070112061315,3,0,1,2,0
20070112061315,4,0,2,2,0
20070112061330,3,0,1,2,0
20070112061330,4,0,1,2,0
20070112061330,5,0,2,2,0
20070112061330,6,0,2,2,0
20070112061334,3,0,1,1,0
20070112061335,1,0,1,2,0
20070112061335,3,0,1,2,0
20070112061340,3,0,1,2,0
20070112061341,3,0,1,1,0
20070112061341,4,0,1,1,0
20070112061349,3,0,1,1,0
20070112061349,4,0,1,1,0
20070112061350,3,41,1,2,41
20070112061350,4,0,1,2,0
20070112061350,5,0,1,2,0
20070112061356,3,0,2,2,0
20070112061356,4,0,1,2,0
20070112061356,5,0,1,2,0
20070112061363,1,0,1,2,0
20070112061363,4,0,2,2,0
20070112061363,5,0,2,2,0
20070112061363,6,0,2,2,0
20070112061366,2,0,1,2,0
20070112061366,3,0,1,2,0
20070112061366,5,0,1,2,0
20070112061376,2,0,1,2,0
20070112061406,4,0,1,2,0
20070112061424,1,0,1,2,0
20070112061436,3,0,2,1,0
20070112061436,4,0,2,1,0
20070112061438,3,0,1,1,0
20070112061438,4,0,1,1,0
20070112061438,5,0,2,2,0
20070112061439,2,0,1,1,0
20070112061439,3,0,1,1,0
20070112061446,1,0,1,2,0
20070112061447,2,0,1,2,0
20070112061461,3,0,1,2,0
20070112061461,4,0,2,2,0
20070112061472,1,0,1,2,0
20070112061478,2,0,1,2,0
20070112061481,3,41,1,1,41
20070112061483,2,0,1,2,0
20070112061483,3,0,1,1,0
20070112061483,5,0,1,2,0
20070112061484,3,0,1,2,0
20070112061487,3,0,1,2,0
20070112061490,3,0,1,1,0
20070112061491,1,0,1,2,0
20070112061494,1,0,1,2,0
20070112061494,4,0,1,2,0
20070112061494,5,0,1,2,0
20070112061494,6,0,1,2,0
20070112061508,2,0,1,1,0
20070112061518,3,0,2,2,0
20070112061518,4,0,1,2,0
20070112061518,5,0,2,2,0
20070112061522,3,0,1,2,0
20070112061522,4,0,2,2,0
20070112061539,3,0,1,2,0
20070112061545,4,41,1,2,41
20070112061550,3,0,1,2,0
20070112061550,4,0,1,2,0
20070112061570,3,0,1,2,0
20070112061570,4,0,2,2,0
20070112061570,5,0,2,2,0
20070112061599,2,0,1,1,0
20070112061625,1,0,1,2,0
20070112061625,5,0,1,2,0
20070112061625,6,0,2,2,0
20070112061640,4,0,1,1,0
20070112061645,4,0,1,2,0
20070112061645,6,0,1,2,0
20070112061649,4,0,2,2,0
20070112061649,5,0,1,2,0
20070112061669,1,0,1,2,0
20070112061669,4,41,1,2,41
20070112061669,5,0,1,2,0
20070112061687,1,0,2,2,0
20070112061687,4,0,1,2,0
20070112061687,5,0,1,2,0
20070112061698,1,0,1,1,0
20070112061698,4,0,1,1,0
20070112061701,3,0,1,2,0
20070112061701,4,0,1,2,0
20070112061726,3,0,1,1,0
20070112061726,4,0,1,1,0
20070112061726,5,0,1,1,0
20070112061726,6,0,1,1,0
20070112061735,3,0,1,1,0
20070112061735,4,0,1,1,0
20070112061735,5,0,1,1,0
20070112061737,3,0,1,2,0
20070112061737,4,0,1,2,0
20070112061737,5,0,1,1,0
20070112061737,6,0,1,1,0
20070112061748,1,0,1,2,0
20070112061748,3,0,1,2,0
20070112061767,3,0,1,2,0
20070112061767,4,0,1,2,0
20070112061771,3,0,1,2,0
20070112061774,3,0,1,2,0
20070112061793,3,0,1,2,0
20070112061793,4,0,2,2,0
20070112061798,1,0,1,2,0
20070112061802,3,0,1,2,0
20070112061819,2,0,1,1,0
20070112061819,3,0,1,1,0
20070112061819,4,0,1,1,0
20070112061819,5,0,2,2,0
20070112061825,2,0,1,2,0
20070112061844,3,0,1,2,0
20070112061844,4,0,1,2,0
20070112061844,5,0,1,2,0
20070112061846,2,0,1,2,0
20070112061847,4,0,1,2,0
20070112061848,4,0,1,2,0
20070112061848,5,0,1,2,0
20070112061861,3,0,1,1,0
20070112061861,4,0,1,1,0
20070112061864,4,0,1,2,0
20070112061871,3,0,1,2,0
20070112061871,4,0,2,2,0
20070112061884,3,0,1,2,0
20070112061884,4,0,1,1,0
20070112061893,3,0,1,2,0
20070112061893,4,0,1,2,0
20070112061895,3,0,1,2,0
20070112061895,4,0,1,2,0
20070112061899,3,0,2,1,0
20070112061899,4,0,2,1,0
20070112061899,5,0,2,1,0
20070112061903,3,0,1,2,0
20070112061903,4,0,1,2,0
20070112061903,5,0,1,2,0
20070112061905,3,0,1,2,0
20070112061915,3,0,1,2,0
20070112061925,3,0,1,2,0
20070112061925,4,0,1,2,0
20070112061942,3,0,1,2,0
20070112061942,4,0,1,2,0
20070112061947,3,0,1,2,0
20070112061947,4,0,1,2,0
20070112061947,5,0,1,2,0
20070112061947,6,0,1,2,0
20070112061947,7,0,1,2,0
20070112061947,8,0,2,2,0
20070112061973,2,0,1,1,0
20070112061973,3,0,1,1,0
20070112061973,4,0,1,1,0
20070112061975,3,0,2,2,0
20070112061975,4,0,1,1,0
20070112061977,3,0,1,1,0
20070112061985,1,11,2,2,11
20070112061985,4,0,1,2,0
20070112061985,5,0,1,2,0
20070112061986,1,0,1,2,0
20070112061993,2,0,1,2,0
20070112062000,2,0,1,1,0
20070112062000,3,0,1,1,0
20070112062003,3,0,1,1,0
20070112062003,4,0,1,1,0
20070112062003,5,0,1,1,0
20070112062004,3,0,1,1,0
20070112062009,3,0,1,2,0
20070112062009,4,0,1,2,0
20070112062009,5,0,2,2,0
20070112062010,4,0,1,2,0
20070112062010,5,0,1,2,0
20070112062017,3,0,1,2,0
20070112062021,4,0,1,1,0
20070112062027,3,0,1,1,0
20070112062027,4,0,1,1,0
20070112062030,2,0,1,2,0
20070112062040,2,0,1,1,0
20070112062058,5,0,1,2,0
20070112062072,3,0,1,2,0
20070112062080,2,0,1,2,0
20070112062108,3,0,2,2,0
20070112062108,4,0,1,1,0
20070112062108,5,0,2,1,0
20070112062114,5,0,1,1,0
20070112062114,7,0,2,2,0
20070112062114,8,11,2,2,11
20070112062117,3,0,1,2,0
20070112062119,3,0,1,2,0
20070112062119,4,0,2,2,0
20070112062119,5,0,2,2,0
20070112062120,3,0,2,2,0
20070112062120,5,0,1,2,0
20070112062123,3,41,1,2,41
20070112062129,2,0,1,1,0
20070112062129,3,0,1,1,0
20070112062129,4,0,1,1,0
20070112062129,5,0,1,1,0
20070112062135,3,0,1,1,0
20070112062135,4,0,1,1,0
20070112062135,5,0,1,1,0
20070112062136,1,0,2,2,0
20070112062136,4,0,1,1,0
20070112062136,5,0,1,1,0
20070112062160,2,0,1,2,0
20070112062160,3,0,1,1,0
20070112062161,3,0,1,2,0
20070112062178,2,0,1,1,0
20070112062178,3,0,1,1,0
20070112062178,4,0,1,1,0
20070112062178,5,0,2,2,0
20070112062184,3,0,1,1,0
20070112062189,1,0,2,2,0
20070112062189,4,0,1,1,0
20070112062189,5,0,1,1,0
20070112062191,3,0,1,2,0
20070112062191,4,0,1,2,0
20070112062206,3,0,1,2,0
20070112062206,4,0,2,2,0
20070112062228,2,0,1,2,0
20070112062230,4,0,1,1,0
20070112062238,3,0,1,2,0
20070112062238,4,0,2,2,0
20070112062246,3,0,1,2,0
20070112062246,4,0,1,2,0
20070112062265,3,0,1,1,0
20070112062265,4,0,2,2,0
20070112062268,3,0,1,2,0
20070112062268,4,0,1,2,0
20070112062270,3,0,1,2,0
20070112062278,3,0,2,2,0
20070112062278,4,0,1,2,0
20070112062279,2,0,1,1,0
20070112062279,3,0,1,1,0
20070112062279,4,0,1,1,0
20070112062280,3,0,1,1,0
20070112062280,4,0,1,1,0
20070112062280,5,0,1,1,0
20070112062291,2,0,1,2,0
20070112062291,3,0,1,2,0
20070112062295,1,0,2,2,0
20070112062295,4,0,1,2,0
20070112062301,3,0,1,1,0
20070112062301,4,0,2,2,0
20070112062304,3,41,1,1,41
20070112062306,3,0,1,2,0
20070112062306,4,0,2,2,0
20070112062313,2,0,1,2,0
20070112062313,3,0,1,2,0
20070112062316,2,0,1,1,0
20070112062316,3,0,1,1,0
20070112062322,5,0,1,1,0
20070112062322,6,0,2,2,0
20070112062351,3,0,1,2,0
20070112062352,3,0,1,2,0
20070112062354,2,0,1,1,0
20070112062354,3,0,1,1,0
20070112062354,4,0,1,1,0
20070112062356,3,41,1,2,41
20070112062356,4,0,1,2,0
20070112062356,5,0,1,2,0
20070112062358,1,41,1,2,41
20070112062362,5,0,1,2,0
20070112062369,2,0,1,2,0
20070112062388,3,0,1,2,0
20070112062388,5,0,1,2,0
20070112062397,1,0,2,2,0
20070112062397,3,0,1,2,0
20070112062402,3,0,1,2,0
20070112062402,4,0,1,2,0
20070112062414,3,0,1,2,0
20070112062417,1,0,1,2,0
20070112062417,4,0,2,2,0
20070112062417,5,0,2,2,0
20070112062418,1,0,2,1,0
20070112062418,4,0,1,1,0
20070112062418,5,0,2,2,0
20070112062421,3,0,2,2,0
20070112062421,4,0,1,2,0
20070112062421,5,0,2,2,0
20070112062425,3,0,2,1,0
20070112062425,4,0,2,1,0
20070112062425,5,0,2,1,0
20070112062425,6,0,1,1,0
20070112062437,2,0,1,2,0
20070112062437,4,0,1,2,0
20070112062443,3,0,1,2,0
20070112062443,4,0,1,2,0
20070112062443,5,0,2,2,0
20070112062444,3,0,1,2,0
20070112062444,4,0,1,2,0
20070112062444,5,0,1,2,0
20070112062444,6,0,1,2,0
20070112062444,7,0,1,2,0
20070112062450,4,0,1,2,0
20070112062450,5,0,1,2,0
20070112062452,4,0,1,2,0
20070112062452,5,0,2,2,0
20070112062462,2,0,1,2,0
20070112062462,3,0,1,2,0
20070112062482,3,0,1,1,0
20070112062484,3,0,1,2,0
20070112062484,4,0,1,2,0
20070112062517,3,0,1,2,0
20070112062517,4,0,1,1,0
20070112062517,5,0,1,2,0
20070112062526,3,0,1,2,0
20070112062537,4,0,1,1,0
20070112062537,5,0,1,1,0
20070112062539,3,0,1,2,0
20070112062539,4,0,1,2,0
20070112062539,5,0,1,2,0
20070112062548,3,0,1,2,0
20070112062548,4,0,1,2,0
20070112062550,3,0,1,2,0
20070112062550,4,0,2,2,0
20070112062550,5,0,2,2,0
20070201070056,3,0,2,2,0
20070201070056,4,0,2,2,0
20070201070056,5,0,1,1,0
20070201070058,3,0,1,2,0
20070201070103,3,0,1,1,0
20070201070103,4,0,1,1,0
20070201070138,3,0,1,1,0
20070201070138,4,0,1,1,0
20070201070138,5,0,1,1,0
20070201070138,6,0,2,2,0
20070201070138,7,0,2,2,0
20070201070138,8,0,2,2,0
20070201070500,3,0,2,1,0
20070201070503,3,0,1,2,0
20070201070503,4,0,1,2,0
20070201070507,3,0,1,2,0
20070201070507,4,0,2,2,0
20070201070514,2,0,1,2,0
20070201070532,2,0,1,2,0
20070201070532,3,0,1,1,0
20070201070541,3,0,1,2,0
20070201070541,4,0,1,2,0
20070201070541,5,0,1,2,0
20070201070541,6,0,2,2,0
20070201070552,3,41,1,2,41
20070201070568,3,0,1,1,0
20070201070572,3,0,1,2,0
20070201070572,4,0,1,2,0
20070201070572,5,0,1,2,0
20070201070578,5,0,1,1,0
20070201070578,6,0,1,1,0
20070201070606,3,0,1,2,0
20070201070608,1,0,1,2,0
20070201070609,4,0,1,2,0
20070201070613,3,0,1,1,0
20070201070613,4,0,1,1,0
20070201070622,1,0,2,2,0
20070201070622,4,0,1,2,0
20070201070626,3,0,1,2,0
20070201070626,4,0,2,2,0
20070201070626,5,0,2,2,0
20070201070628,3,0,1,1,0
20070201070628,4,0,1,1,0
20070201070628,5,0,2,2,0
20070201070628,6,0,2,2,0
20070201070645,3,0,1,2,0
20070201070661,1,0,2,2,0
20070201070661,4,0,2,2,0
20070201070661,5,0,1,2,0
20070201070667,3,0,1,1,0
20070201070667,4,0,2,2,0
20070201070685,3,0,1,2,0
20070201070685,4,0,1,2,0
20070201070685,5,0,1,2,0
20070201070705,3,0,2,2,0
