TUCASEID,TUACTIVITY_N,EUEATSUM,EUEDUR,EUEDUR24
20150101150578,7,-1,-1,-1
20150101150578,8,-1,-1,-1
20150101150578,9,-1,-1,-1
20150101150578,10,-1,-1,-1
20150101150578,11,-1,-1,-1
20150101150578,12,-1,-1,-1
20150101150578,13,-1,-1,-1
20150101150578,14,-1,-1,-1
20150101150578,15,-1,-1,-1
20150101150578,16,-1,-1,-1
20150101150578,17,-1,-1,-1
20150101150578,18,-1,-1,-1
20150101150578,19,1,3,3
20150101150578,20,-1,-1,-1
20150101150578,21,-1,-1,-1
20150101150578,22,1,2,2
20150101150578,23,-1,-1,-1
20150101150578,24,-1,-1,-1
20150101150578,25,-1,-1,-1
20150101150578,26,-1,-1,-1
20150101150578,27,-1,-1,-1
20150101150578,28,-1,-1,-1
20150101150578,29,-1,-1,-1
20150101150578,30,-1,-1,-1
20150101150578,31,-1,-1,-1
20150101150578,32,-1,-1,-1
20150101150578,33,-1,-1,-1
20150101150578,34,-1,-1,-1
20150101150578,35,-1,-1,-1
20150101150578,36,-1,-1,-1
20150101150578,37,-1,-1,-1
20150101150578,38,-1,-1,-1
20150101150578,39,-1,-1,-1
20150101150578,40,-1,-1,-1
20150101150578,41,-1,-1,-1
20150101150578,42,-1,-1,-1
20150101150628,1,-1,-1,-1
20150101150628,2,-1,-1,-1
20150101150628,3,-1,-1,-1
20150101150628,4,-1,-1,-1
20150101150628,5,-1,-1,-1
20150101150628,6,-1,-1,-1
20150101150628,7,-1,-1,-1
20150101150628,8,-1,-1,-1
20150101150628,9,-1,-1,-1
20150101150628,10,-1,-1,-1
20150101150628,11,-1,-1,-1
20150101150628,12,-1,-1,-1
20150101150628,13,-1,-1,-1
20150101150628,14,-1,-1,-1
20150101150628,15,-1,-1,-1
20150101150628,16,-1,-1,-1
20150101150628,17,1,10,10
20150101150628,18,-1,-1,-1
20150101150677,1,-1,-1,-1
20150101150677,2,-1,-1,-1
20150101150677,3,-1,-1,-1
20150101150677,4,-1,-1,-1
20150101150677,5,-1,-1,-1
20150101150677,6,-1,-1,-1
20150101150677,7,-1,-1,-1
20150101150677,8,-1,-1,-1
20150101150677,9,-1,-1,-1
20150101150677,10,-1,-1,-1
20150101150677,11,-1,-1,-1
20150101150677,12,-1,-1,-1
20150101150677,13,-1,-1,-1
20150101150677,14,-1,-1,-1
20150101150677,15,-1,-1,-1
20150101150677,16,-1,-1,-1
20150101150677,17,-1,-1,-1
20150101150677,18,-1,-1,-1
20150101150677,19,1,5,5
20150101150677,20,-1,-1,-1
20150101150677,21,-1,-1,-1
20150101150677,22,-1,-1,-1
20150101150677,23,-1,-1,-1
20150101150677,24,-1,-1,-1
20150101150677,25,-1,-1,-1
20150101150677,26,-1,-1,-1
20150101150677,27,1,30,30
20150101150677,28,-1,-1,-1
20150101150677,29,-1,-1,-1
20150101150677,30,-1,-1,-1
20150101150677,31,-1,-1,-1
20150101150678,1,-1,-1,-1
20150101150678,2,-1,-1,-1
20150101150678,3,-1,-1,-1
20150101150678,4,-1,-1,-1
20150101150678,5,-1,-1,-1
20150101150678,6,-1,-1,-1
20150101150678,7,-1,-1,-1
20150101150678,8,-1,-1,-1
20150101150678,9,-1,-1,-1
20150101150678,10,-1,-1,-1
20150101150678,11,-1,-1,-1
20150101150678,12,-1,-1,-1
20150101150678,13,-1,-1,-1
20150101150678,14,-1,-1,-1
20150101150678,15,-1,-1,-1
20150101150678,16,-1,-1,-1
20150101150678,17,-1,-1,-1
20150101150678,18,-1,-1,-1
20150101150678,19,-1,-1,-1
20150101150678,20,1,15,15
20150101150678,21,-1,-1,-1
20150101150678,22,-1,-1,-1
20150101150678,23,-1,-1,-1
20150101150678,24,-1,-1,-1
20150101150678,25,-1,-1,-1
20150101150678,26,-1,-1,-1
20150101150678,27,-1,-1,-1
20150101150678,28,1,10,10
20150101150678,29,-1,-1,-1
20150101150678,30,-1,-1,-1
20150101150678,31,-1,-1,-1
20150101150678,32,-1,-1,-1
20150101150678,33,-1,-1,-1
20150101150678,34,-1,-1,-1
20150101150678,35,-1,-1,-1
20150101150678,36,-1,-1,-1
20150101150678,37,-1,-1,-1
20150101150678,38,-1,-1,-1
20150101150697,1,-1,-1,-1
20150101150697,2,-1,-1,-1
20150101150697,3,-1,-1,-1
20150101150697,4,-1,-1,-1
20150101150697,5,-1,-1,-1
20150101150697,6,-1,-1,-1
20150101150697,7,-1,-1,-1
20150101150697,8,-1,-1,-1
20150101150697,9,1,10,10
20150101150697,10,-1,-1,-1
20150101150697,11,-1,-1,-1
20150101150697,12,-1,-1,-1
20150101150697,13,-1,-1,-1
20150101150697,14,-1,-1,-1
20150101150697,15,-1,-1,-1
20150101150697,16,-1,-1,-1
20150101150697,17,-1,-1,-1
20150101150697,18,-1,-1,-1
20150101150697,19,-1,-1,-1
20150101150702,1,-1,-1,-1
20150101150702,2,-1,-1,-1
20150101150702,3,-1,-1,-1
20150101150702,4,-1,-1,-1
20150101150702,5,-1,-1,-1
20150101150702,6,-1,-1,-1
20150101150702,7,-1,-1,-1
20150101150702,8,-1,-1,-1
20150101150702,9,-1,-1,-1
20150101150702,10,-1,-1,-1
20150101150702,11,1,10,10
20150101150702,12,-1,-1,-1
20150101150702,13,-1,-1,-1
20150101150702,14,-1,-1,-1
20150101150702,15,-1,-1,-1
20150101150702,16,-1,-1,-1
20150101150787,1,-1,-1,-1
20150101150787,2,-1,-1,-1
20150101150787,3,-1,-1,-1
20150101150787,4,-1,-1,-1
20150101150787,5,-1,-1,-1
20150101150787,6,-1,-1,-1
20150101150787,7,-1,-1,-1
20150101150787,8,-1,-1,-1
20150101150787,9,-1,-1,-1
20150101150787,10,-1,-1,-1
20150101150787,11,-1,-1,-1
20150101150787,12,-1,-1,-1
20150101150787,13,-1,-1,-1
20150101150787,14,-1,-1,-1
20150101150787,15,-1,-1,-1
20150101150787,16,-1,-1,-1
20150101150787,17,-1,-1,-1
20150101150787,18,-1,-1,-1
20150101150787,19,-1,-1,-1
20150101150787,20,-1,-1,-1
20150101150787,21,-1,-1,-1
20150101150787,22,-1,-1,-1
20150101150787,23,1,15,15
20150101150787,24,1,90,90
20150101150787,25,-1,-1,-1
20150101150787,26,-1,-1,-1
20150101150794,1,-1,-1,-1
20150101150794,2,-1,-1,-1
20150101150794,3,-1,-1,-1
20150101150794,4,-1,-1,-1
20150101150794,5,-1,-1,-1
20150101150794,6,-1,-1,-1
20150101150794,7,-1,-1,-1
20150101150794,8,-1,-1,-1
20150101150794,9,-1,-1,-1
20150101150794,10,-1,-1,-1
20150101150794,11,1,20,20
20150101150794,12,-1,-1,-1
20150101150798,1,-1,-1,-1
20150101150798,2,-1,-1,-1
20150101150798,3,-1,-1,-1
20150101150798,4,1,45,45
20150101150798,5,-1,-1,-1
20150101150798,6,-1,-1,-1
20150101150798,7,-1,-1,-1
20150101150798,8,-1,-1,-1
20150101150798,9,-1,-1,-1
20150101150798,10,-1,-1,-1
20150101150798,11,-1,-1,-1
20150101150818,1,-1,-1,-1
20150101150818,2,-1,-1,-1
20150101150818,3,-1,-1,-1
20150101150818,4,-1,-1,-1
20150101150818,5,-1,-1,-1
20150101150818,6,-1,-1,-1
20150101150818,7,-1,-1,-1
20150101150818,8,1,10,10
20150101150818,9,-1,-1,-1
20150101150818,10,-1,-1,-1
20150101150818,11,-1,-1,-1
20150101150818,12,-1,-1,-1
20150101150818,13,-1,-1,-1
20150101150818,14,-1,-1,-1
20150101150818,15,-1,-1,-1
20150101150818,16,-1,-1,-1
20150101150818,17,-1,-1,-1
20150101150818,18,-1,-1,-1
20150101150818,19,-1,-1,-1
20150101150818,20,-1,-1,-1
20150101150818,21,-1,-1,-1
20150101150818,22,-1,-1,-1
20150101150818,23,-1,-1,-1
20150101150818,24,-1,-1,-1
20150101150818,25,-1,-1,-1
20150101150818,26,-1,-1,-1
20150101150818,27,-1,-1,-1
20150101150818,28,-1,-1,-1
20150101150818,29,-1,-1,-1
20150101150818,30,-1,-1,-1
20150101150818,31,-1,-1,-1
20150101150818,32,-1,-1,-1
20150101150818,33,-1,-1,-1
20150101150818,34,-1,-1,-1
20150101150818,35,-1,-1,-1
20150101150818,36,-1,-1,-1
20150101150818,37,-1,-1,-1
20150101150818,38,-1,-1,-1
20150101150854,1,-1,-1,-1
20150101150854,2,-1,-1,-1
20150101150854,3,-1,-1,-1
20150101150854,4,-1,-1,-1
20150101150854,5,-1,-1,-1
20150101150854,6,-1,-1,-1
20150101150854,7,-1,-1,-1
20150101150854,8,-1,-1,-1
20150101150854,9,-1,-1,-1
20150101150854,10,1,3,3
20150101150854,11,-1,-1,-1
20150101150854,12,-1,-1,-1
20150101150854,13,-1,-1,-1
20150101150854,14,-1,-1,-1
20150101150854,15,-1,-1,-1
20150101150854,16,-1,-1,-1
20150101150854,17,-1,-1,-1
20150101150854,18,-1,-1,-1
20150101150854,19,-1,-1,-1
20150101150854,20,-1,-1,-1
20150101150854,21,-1,-1,-1
20150101150854,22,-1,-1,-1
20150101150854,23,-1,-1,-1
20150101150854,24,-1,-1,-1
20150101150854,25,-1,-1,-1
20150101150854,26,-1,-1,-1
20150101150854,27,-1,-1,-1
20150101150854,28,-1,-1,-1
20150101150854,29,-1,-1,-1
20150101150854,30,-1,-1,-1
20150101150854,31,-1,-1,-1
20150101150854,32,-1,-1,-1
20150101150879,1,-1,-1,-1
20150101150879,2,-1,-1,-1
20150101150879,3,-1,-1,-1
20150101150879,4,-1,-1,-1
20150101150879,5,-1,-1,-1
20150101150879,6,-1,-1,-1
20150101150879,7,-1,-1,-1
20150101150879,8,-1,-1,-1
20150101150879,9,-1,-1,-1
20150101150879,10,1,1,1
20150101150879,11,-1,-1,-1
20150101150879,12,1,1,1
20150101150879,13,-1,-1,-1
20150101150879,14,-1,-1,-1
20150101150879,15,-1,-1,-1
20150101150879,16,1,1,1
20150101150879,17,-1,-1,-1
20150101150879,18,-1,-1,-1
20150101150902,1,-1,-1,-1
20150101150902,2,-1,-1,-1
20150101150902,3,-1,-1,-1
20150101150902,4,-1,-1,-1
20150101150902,5,-1,-1,-1
20150101150902,6,-1,-1,-1
20150101150902,7,-1,-1,-1
20150101150902,8,-1,-1,-1
20150101150902,9,-1,-1,-1
20150101150902,10,-1,-1,-1
20150101150902,11,-1,-1,-1
20150101150902,12,-1,-1,-1
20150101150902,13,-1,-1,-1
20150101150902,14,-1,-1,-1
20150101150902,15,1,150,150
20150101150902,16,-1,-1,-1
20150101150902,17,-1,-1,-1
20150101150902,18,-1,-1,-1
20150101150902,19,-1,-1,-1
20150101150963,1,-1,-1,-1
20150101150963,2,-1,-1,-1
20150101150963,3,-1,-1,-1
20150101150963,4,-1,-1,-1
20150101150963,5,-1,-1,-1
20150101150963,6,-1,-1,-1
20150101150963,7,-1,-1,-1
20150101150963,8,-1,-1,-1
20150101150963,9,1,10,10
20150101150963,10,-1,-1,-1
20150101150963,11,-1,-1,-1
20150101150963,12,-1,-1,-1
20150101150963,13,-1,-1,-1
20150101150963,14,-1,-1,-1
20150101150965,1,-1,-1,-1
20150101150965,2,-1,-1,-1
20150101150965,3,-1,-1,-1
20150101150965,4,-1,-1,-1
20150101150965,5,-1,-1,-1
20150101150965,6,-1,-1,-1
20150101150965,7,-1,-1,-1
20150101150965,8,-1,-1,-1
20150101150965,9,-1,-1,-1
20150101150965,10,-1,-1,-1
20150101150965,11,-1,-1,-1
20150101150965,12,-1,-1,-1
20150101150965,13,1,1,1
20150101150965,14,-1,-1,-1
20150101150965,15,-1,-1,-1
20150101150965,16,-1,-1,-1
20150101150965,17,-1,-1,-1
20150101150965,18,-1,-1,-1
20150101150965,19,-1,-1,-1
20150101150989,1,-1,-1,-1
20150101150989,2,-1,-1,-1
20150101150989,3,-1,-1,-1
20150101150989,4,-1,-1,-1
20150101150989,5,-1,-1,-1
20150101150989,6,-1,-1,-1
20150101150989,7,-1,-1,-1
20150101150989,8,-1,-1,-1
20150101150989,9,-1,-1,-1
20150101150989,10,-1,-1,-1
20150101150989,11,-1,-1,-1
20150101150989,12,-1,-1,-1
20150101150989,13,-1,-1,-1
20150101150989,14,-1,-1,-1
20150101150989,15,-1,-1,-1
20150101150989,16,-1,-1,-1
20150101150989,17,-1,-1,-1
20150101150989,18,-1,-1,-1
20150101150989,19,-1,-1,-1
20150101150989,20,-1,-1,-1
20150101150989,21,-1,-1,-1
20150101150989,22,-1,-1,-1
20150101150989,23,1,5,5
20150101150989,24,-1,-1,-1
20150101150989,25,-1,-1,-1
20150101150989,26,-1,-1,-1
20150101150989,27,-1,-1,-1
20150101150989,28,-1,-1,-1
20150101151002,1,-1,-1,-1
20150101151002,2,-1,-1,-1
20150101151002,3,-1,-1,-1
20150101151002,4,1,10,10
20150101151002,5,-1,-1,-1
20150101151002,6,-1,-1,-1
20150101151002,7,-1,-1,-1
20150101151002,8,1,5,5
20150101151002,9,-1,-1,-1
20150101151002,10,-1,-1,-1
20150101151002,11,-1,-1,-1
20150101151002,12,-1,-1,-1
20150101151002,13,-1,-1,-1
20150101151002,14,-1,-1,-1
20150101151002,15,-1,-1,-1
20150101151002,16,-1,-1,-1
20150101151002,17,-1,-1,-1
20150101151002,18,-1,-1,-1
20150101151002,19,-1,-1,-1
20150101151007,1,-1,-1,-1
20150101151007,2,-1,-1,-1
20150101151007,3,-1,-1,-1
20150101151007,4,-1,-1,-1
20150101151007,5,-1,-1,-1
20150101151007,6,-1,-1,-1
20150101151007,7,-1,-1,-1
20150101151007,8,-1,-1,-1
20150101151007,9,-1,-1,-1
20150101151007,10,-1,-1,-1
20150101151007,11,-1,-1,-1
20150101151007,12,-1,-1,-1
20150101151007,13,-1,-1,-1
20150101151007,14,-1,-1,-1
20150101151007,15,1,45,45
20150101151007,16,-1,-1,-1
20150101151007,17,-1,-1,-1
20150101151010,1,-1,-1,-1
20150101151010,2,-1,-1,-1
20150101151010,3,-1,-1,-1
20150101151010,4,-1,-1,-1
20150101151010,5,-1,-1,-1
20150101151010,6,-1,-1,-1
20150101151010,7,-1,-1,-1
20150101151010,8,-1,-1,-1
20150101151010,9,-1,-1,-1
20150101151010,10,-1,-1,-1
20150101151010,11,-1,-1,-1
20150101151010,12,-1,-1,-1
20150101151010,13,-1,-1,-1
20150101151010,14,1,2,2
20150101151010,15,-1,-1,-1
20150101151018,1,-1,-1,-1
20150101151018,2,-1,-1,-1
20150101151018,3,-1,-1,-1
20150101151018,4,-1,-1,-1
20150101151018,5,-1,-1,-1
20150101151018,6,-1,-1,-1
20150101151018,7,-1,-1,-1
20150101151018,8,-1,-1,-1
20150101151018,9,-1,-1,-1
20150101151018,10,-1,-1,-1
20150101151018,11,-1,-1,-1
20150101151018,12,-1,-1,-1
20150101151018,13,1,5,5
20150101151018,14,-1,-1,-1
20150101151018,15,-1,-1,-1
20150101151018,16,-1,-1,-1
20150101151018,17,-1,-1,-1
20150101151018,18,1,15,15
20150101151018,19,-1,-1,-1
20150101151018,20,-1,-1,-1
20150101151026,1,-1,-1,-1
20150101151026,2,-1,-1,-1
20150101151026,3,-1,-1,-1
20150101151026,4,-1,-1,-1
20150101151026,5,-1,-1,-1
20150101151026,6,-1,-1,-1
20150101151026,7,-1,-1,-1
20150101151026,8,1,10,10
20150101151026,9,-1,-1,-1
20150101151079,1,-1,-1,-1
20150101151079,2,-1,-1,-1
20150101151079,3,-1,-1,-1
20150101151079,4,-1,-1,-1
20150101151079,5,-1,-1,-1
20150101151079,6,-1,-1,-1
20150101151079,7,-1,-1,-1
20150101151079,8,-1,-1,-1
20150101151079,9,-1,-1,-1
20150101151079,10,-1,-1,-1
20150101151079,11,-1,-1,-1
20150101151079,12,-1,-1,-1
20150101151079,13,-1,-1,-1
20150101151079,14,-1,-1,-1
20150101151079,15,-1,-1,-1
20150101151079,16,1,2,2
20150101151079,17,-1,-1,-1
20150101151079,18,-1,-1,-1
20150101151079,19,1,8,8
20150101151079,20,-1,-1,-1
20150101151079,21,-1,-1,-1
20150101151079,22,-1,-1,-1
20150101151079,23,-1,-1,-1
20150101151079,24,-1,-1,-1
20150101151079,25,1,5,5
20150101151079,26,-1,-1,-1
20150101151079,27,-1,-1,-1
20150101151079,28,-1,-1,-1
20150101151079,29,-1,-1,-1
20150101151079,30,-1,-1,-1
20150101151079,31,-1,-1,-1
20150101151079,32,-1,-1,-1
20150101151079,33,-1,-1,-1
20150101151079,34,-1,-1,-1
20150101151079,35,-1,-1,-1
20150101151079,36,-1,-1,-1
20150101151079,37,-1,-1,-1
20150101151079,38,-1,-1,-1
20150101151079,39,-1,-1,-1
20150101151079,40,-1,-1,-1
20150101151079,41,-1,-1,-1
20150101151079,42,-1,-1,-1
20150101151079,43,-1,-1,-1
20150101151079,44,-1,-1,-1
20150101151079,45,-1,-1,-1
20150101151079,46,-1,-1,-1
20150101151115,1,-1,-1,-1
20150101151115,2,1,5,5
20150101151115,3,-1,-1,-1
20150101151115,4,-1,-1,-1
20150101151115,5,-1,-1,-1
20150101151115,6,-1,-1,-1
20150101151115,7,-1,-1,-1
20150101151115,8,-1,-1,-1
20150101151115,9,-1,-1,-1
20150101151115,10,-1,-1,-1
20150101151115,11,-1,-1,-1
20150101151115,12,-1,-1,-1
20150101151115,13,-1,-1,-1
20150101151115,14,1,10,10
20150101151115,15,-1,-1,-1
20150101151129,1,-1,-1,-1
20150101151129,2,-1,-1,-1
20150101151129,3,-1,-1,-1
20150101151129,4,-1,-1,-1
20150101151129,5,-1,-1,-1
20150101151129,6,-1,-1,-1
20150101151129,7,-1,-1,-1
20150101151129,8,-1,-1,-1
20150101151129,9,-1,-1,-1
20150101151129,10,-1,-1,-1
20150101151129,11,-1,-1,-1
20150101151129,12,-1,-1,-1
20150101151129,13,-1,-1,-1
20150101151129,14,-1,-1,-1
20150101151129,15,-1,-1,-1
20150101151129,16,-1,-1,-1
20150101151129,17,-1,-1,-1
20150101151129,18,1,10,10
20150101151129,19,-1,-1,-1
20150101151129,20,-1,-1,-1
20150101151142,1,-1,-1,-1
20150101151142,2,-1,-1,-1
20150101151142,3,-1,-1,-1
20150101151142,4,-1,-1,-1
20150101151142,5,-1,-1,-1
20150101151142,6,-1,-1,-1
20150101151142,7,-1,-1,-1
20150101151142,8,1,20,20
20150101151142,9,-1,-1,-1
20150101151142,10,-1,-1,-1
20150101151142,11,-1,-1,-1
20150101151142,12,-1,-1,-1
20150101151142,13,-1,-1,-1
20150101151142,14,-1,-1,-1
20150101151142,15,-1,-1,-1
20150101151142,16,1,20,20
20150101151142,17,-1,-1,-1
20150101151178,1,-1,-1,-1
20150101151178,2,-1,-1,-1
20150101151178,3,-1,-1,-1
20150101151178,4,-1,-1,-1
20150101151178,5,-1,-1,-1
20150101151178,6,-1,-1,-1
20150101151178,7,-1,-1,-1
20150101151178,8,-1,-1,-1
20150101151178,9,-1,-1,-1
20150101151178,10,1,20,20
20150101151178,11,-1,-1,-1
20150101151178,12,-1,-1,-1
20150101151178,13,-1,-1,-1
20150101151178,14,-1,-1,-1
20150101151178,15,-1,-1,-1
20150101151178,16,-1,-1,-1
20150101151178,17,-1,-1,-1
20150101151178,18,-1,-1,-1
20150101151178,19,-1,-1,-1
20150101151178,20,-1,-1,-1
20150101151178,21,-1,-1,-1
20150101151178,22,-1,-1,-1
20150101151178,23,-1,-1,-1
20150101151178,24,-1,-1,-1
20150101151178,25,-1,-1,-1
20150101151178,26,-1,-1,-1
20150101151178,27,-1,-1,-1
20150101151178,28,-1,-1,-1
20150101151178,29,-1,-1,-1
20150101151178,30,-1,-1,-1
20150101151178,31,-1,-1,-1
20150101151178,32,-1,-1,-1
20150101151178,33,-1,-1,-1
20150101151189,1,-1,-1,-1
20150101151189,2,-1,-1,-1
20150101151189,3,-1,-1,-1
20150101151189,4,-1,-1,-1
20150101151189,5,-1,-1,-1
20150101151189,6,1,30,30
20150101151189,7,-1,-1,-1
20150101151189,8,-1,-1,-1
20150101151189,9,-1,-1,-1
20150101151189,10,-1,-1,-1
20150101151189,11,-1,-1,-1
20150101151189,12,-1,-1,-1
20150101151189,13,-1,-1,-1
20150101151189,14,-1,-1,-1
20150101151189,15,-1,-1,-1
20150101151189,16,-1,-1,-1
20150101151189,17,-1,-1,-1
20150101151189,18,-1,-1,-1
20150101151189,19,-1,-1,-1
20150101151189,20,-1,-1,-1
20150101151189,21,-1,-1,-1
20150101151189,22,-1,-1,-1
20150101151213,1,-1,-1,-1
20150101151213,2,-1,-1,-1
20150101151213,3,-1,-1,-1
20150101151213,4,-1,-1,-1
20150101151213,5,-1,-1,-1
20150101151213,6,-1,-1,-1
20150101151213,7,1,10,10
20150101151213,8,-1,-1,-1
20150101151213,9,1,5,5
20150101151213,10,-1,-1,-1
20150101151213,11,-1,-1,-1
20150101151213,12,-1,-1,-1
20150101151213,13,-1,-1,-1
20150101151213,14,-1,-1,-1
20150101151213,15,-1,-1,-1
20150101151311,1,-1,-1,-1
20150101151311,2,-1,-1,-1
20150101151311,3,-1,-1,-1
20150101151311,4,-1,-1,-1
20150101151311,5,-1,-1,-1
20150101151311,6,-1,-1,-1
20150101151311,7,-1,-1,-1
20150101151311,8,-1,-1,-1
20150101151311,9,-1,-1,-1
20150101151311,10,-1,-1,-1
20150101151311,11,-1,-1,-1
20150101151311,12,-1,-1,-1
20150101151311,13,1,5,5
20150101151311,14,-1,-1,-1
20150101151311,15,-1,-1,-1
20150101151311,16,-1,-1,-1
20150101151311,17,-1,-1,-1
20150101151311,18,-1,-1,-1
20150101151311,19,-1,-1,-1
20150101151311,20,-1,-1,-1
20150101151311,21,-1,-1,-1
20150101151321,1,-1,-1,-1
20150101151321,2,-1,-1,-1
20150101151321,3,-1,-1,-1
20150101151321,4,-1,-1,-1
20150101151321,5,-1,-1,-1
20150101151321,6,-1,-1,-1
20150101151321,7,-1,-1,-1
20150101151321,8,1,10,10
20150101151321,9,-1,-1,-1
20150101151321,10,-1,-1,-1
20150101151321,11,-1,-1,-1
20150101151321,12,-1,-1,-1
20150101151321,13,-1,-1,-1
20150101151321,14,-1,-1,-1
20150101151321,15,-1,-1,-1
20150101151321,16,-1,-1,-1
20150101151321,17,-1,-1,-1
20150101151321,18,-1,-1,-1
20150101151321,19,-1,-1,-1
20150101151446,1,-1,-1,-1
20150101151446,2,-1,-1,-1
20150101151446,3,-1,-1,-1
20150101151446,4,-1,-1,-1
20150101151446,5,-1,-1,-1
20150101151446,6,-1,-1,-1
20150101151446,7,-1,-1,-1
20150101151446,8,-1,-1,-1
20150101151446,9,-1,-1,-1
20150101151446,10,-1,-1,-1
20150101151446,11,-1,-1,-1
20150101151446,12,-1,-1,-1
20150101151446,13,-1,-1,-1
20150101151446,14,1,150,150
20150101151446,15,-1,-1,-1
20150101151446,16,1,20,20
20150101151446,17,-1,-1,-1
20150101151446,18,-1,-1,-1
20150101151470,1,-1,-1,-1
20150101151470,2,-1,-1,-1
20150101151470,3,-1,-1,-1
20150101151470,4,-1,-1,-1
20150101151470,5,-1,-1,-1
20150101151470,6,-1,-1,-1
20150101151470,7,-1,-1,-1
20150101151470,8,-1,-1,-1
20150101151470,9,-1,-1,-1
20150101151470,10,-1,-1,-1
20150101151470,11,-1,-1,-1
20150101151470,12,1,25,25
20150101151470,13,-1,-1,-1
20150101151470,14,-1,-1,-1
20150101151470,15,-1,-1,-1
20150101151498,1,-1,-1,-1
20150101151498,2,-1,-1,-1
20150101151498,3,-1,-1,-1
20150101151498,4,-1,-1,-1
20150101151498,5,-1,-1,-1
20150101151498,6,-1,-1,-1
20150101151498,7,-1,-1,-1
20150101151498,8,-1,-1,-1
20150101151498,9,-1,-1,-1
20150101151498,10,-1,-1,-1
20150101151498,11,-1,-1,-1
20150101151498,12,-1,-1,-1
20150101151498,13,-1,-1,-1
20150101151498,14,-1,-1,-1
20150101151498,15,-1,-1,-1
20150101151498,16,-1,-1,-1
20150101151498,17,-1,-1,-1
20150101151498,18,-1,-1,-1
20150101151498,19,-1,-1,-1
