TUCASEID,TUACTIVITY_N,EUEATSUM,EUEDUR,EUEDUR24
20160101160533,5,-1,-1,-1
20160101160533,6,-1,-1,-1
20160101160533,7,-1,-1,-1
20160101160533,8,-1,-1,-1
20160101160533,9,-1,-1,-1
20160101160533,10,-1,-1,-1
20160101160533,11,-1,-1,-1
20160101160533,12,-1,-1,-1
20160101160533,13,1,30,30
20160101160533,14,-1,-1,-1
20160101160533,15,-1,-1,-1
20160101160533,16,-1,-1,-1
20160101160533,17,-1,-1,-1
20160101160550,1,-1,-1,-1
20160101160550,2,-1,-1,-1
20160101160550,3,-1,-1,-1
20160101160550,4,-1,-1,-1
20160101160550,5,1,10,10
20160101160550,6,-1,-1,-1
20160101160550,7,1,10,10
20160101160550,8,-1,-1,-1
20160101160550,9,-1,-1,-1
20160101160550,10,-1,-1,-1
20160101160550,11,-1,-1,-1
20160101160550,12,-1,-1,-1
20160101160550,13,-1,-1,-1
20160101160550,14,-1,-1,-1
20160101160550,15,-1,-1,-1
20160101160550,16,-1,-1,-1
20160101160550,17,-1,-1,-1
20160101160550,18,-1,-1,-1
20160101160550,19,-1,-1,-1
20160101160550,20,-1,-1,-1
20160101160550,21,-1,-1,-1
20160101160550,22,-1,-1,-1
20160101160591,1,-1,-1,-1
20160101160591,2,1,5,5
20160101160591,3,-1,-1,-1
20160101160591,4,-1,-1,-1
20160101160591,5,-1,-1,-1
20160101160591,6,1,2,2
20160101160591,7,-1,-1,-1
20160101160591,8,-1,-1,-1
20160101160591,9,-1,-1,-1
20160101160591,10,-1,-1,-1
20160101160591,11,-1,-1,-1
20160101160591,12,-1,-1,-1
20160101160591,13,-1,-1,-1
20160101160591,14,-1,-1,-1
20160101160611,1,-1,-1,-1
20160101160611,2,-1,-1,-1
20160101160611,3,-1,-1,-1
20160101160611,4,-1,-1,-1
20160101160611,5,-1,-1,-1
20160101160611,6,-1,-1,-1
20160101160611,7,-1,-1,-1
20160101160611,8,-1,-1,-1
20160101160611,9,-1,-1,-1
20160101160611,10,-1,-1,-1
20160101160611,11,-1,-1,-1
20160101160611,12,-1,-1,-1
20160101160611,13,1,20,20
20160101160611,14,-1,-1,-1
20160101160611,15,-1,-1,-1
20160101160613,1,-1,-1,-1
20160101160613,2,-1,-1,-1
20160101160613,3,-1,-1,-1
20160101160613,4,-1,-1,-1
20160101160613,5,-1,-1,-1
20160101160613,6,1,10,10
20160101160613,7,-1,-1,-1
20160101160613,8,-1,-1,-1
20160101160613,9,-1,-1,-1
20160101160613,10,-1,-1,-1
20160101160613,11,-1,-1,-1
20160101160613,12,-1,-1,-1
20160101160613,13,-1,-1,-1
20160101160613,14,-1,-1,-1
20160101160632,1,-1,-1,-1
20160101160632,2,-1,-1,-1
20160101160632,3,-1,-1,-1
20160101160632,4,-1,-1,-1
20160101160632,5,-1,-1,-1
20160101160632,6,-1,-1,-1
20160101160632,7,-1,-1,-1
20160101160632,8,-1,-1,-1
20160101160632,9,-1,-1,-1
20160101160632,10,-1,-1,-1
20160101160632,11,-1,-1,-1
20160101160632,12,-1,-1,-1
20160101160632,13,1,120,120
20160101160632,14,1,120,120
20160101160632,15,-1,-1,-1
20160101160632,16,-1,-1,-1
20160101160632,17,-1,-1,-1
20160101160632,18,-1,-1,-1
20160101160632,19,-1,-1,-1
20160101160632,20,1,2,2
20160101160632,21,-1,-1,-1
20160101160658,1,-1,-1,-1
20160101160658,2,-1,-1,-1
20160101160658,3,1,5,5
20160101160658,4,-1,-1,-1
20160101160658,5,-1,-1,-1
20160101160658,6,-1,-1,-1
20160101160658,7,-1,-1,-1
20160101160658,8,-1,-1,-1
20160101160658,9,-1,-1,-1
20160101160658,10,-1,-1,-1
20160101160658,11,-1,-1,-1
20160101160658,12,-1,-1,-1
20160101160658,13,-1,-1,-1
20160101160658,14,-1,-1,-1
20160101160658,15,-1,-1,-1
20160101160658,16,-1,-1,-1
20160101160658,17,-1,-1,-1
20160101160658,18,-1,-1,-1
20160101160658,19,-1,-1,-1
20160101160658,20,-1,-1,-1
20160101160658,21,-1,-1,-1
20160101160658,22,-1,-1,-1
20160101160658,23,-1,-1,-1
20160101160658,24,-1,-1,-1
20160101160658,25,-1,-1,-1
20160101160658,26,-1,-1,-1
20160101160658,27,-1,-1,-1
20160101160658,28,-1,-1,-1
20160101160658,29,-1,-1,-1
20160101160660,1,-1,-1,-1
20160101160660,2,-1,-1,-1
20160101160660,3,-1,-1,-1
20160101160660,4,-1,-1,-1
20160101160660,5,-1,-1,-1
20160101160660,6,-1,-1,-1
20160101160660,7,-1,-1,-1
20160101160660,8,-1,-1,-1
20160101160660,9,-1,-1,-1
20160101160660,10,-1,-1,-1
20160101160660,11,-1,-1,-1
20160101160660,12,1,5,5
20160101160660,13,-1,-1,-1
20160101160660,14,-1,-1,-1
20160101160660,15,-1,-1,-1
20160101160660,16,-1,-1,-1
20160101160660,17,-1,-1,-1
20160101160660,18,-1,-1,-1
20160101160660,19,-1,-1,-1
20160101160660,20,-1,-1,-1
20160101160660,21,-1,-1,-1
20160101160660,22,-1,-1,-1
20160101160769,1,-1,-1,-1
20160101160769,2,-1,-1,-1
20160101160769,3,-1,-1,-1
20160101160769,4,-1,-1,-1
20160101160769,5,-1,-1,-1
20160101160769,6,-1,-1,-1
20160101160769,7,1,10,10
20160101160769,8,-1,-1,-1
20160101160769,9,-1,-1,-1
20160101160769,10,-1,-1,-1
20160101160769,11,-1,-1,-1
20160101160769,12,-1,-1,-1
20160101160769,13,-1,-1,-1
20160101160769,14,-1,-1,-1
20160101160769,15,1,10,10
20160101160769,16,-1,-1,-1
20160101160813,1,-1,-1,-1
20160101160813,2,-1,-1,-1
20160101160813,3,-1,-1,-1
20160101160813,4,-1,-1,-1
20160101160813,5,-1,-1,-1
20160101160813,6,-1,-1,-1
20160101160813,7,1,2,2
20160101160813,8,-1,-1,-1
20160101160813,9,1,2,2
20160101160813,10,-1,-1,-1
20160101160813,11,-1,-1,-1
20160101160813,12,-1,-1,-1
20160101160813,13,-1,-1,-1
20160101160813,14,-1,-1,-1
20160101160813,15,-1,-1,-1
20160101160813,16,-1,-1,-1
20160101160813,17,-1,-1,-1
20160101160813,18,-1,-1,-1
20160101160813,19,-1,-1,-1
20160101160813,20,-1,-1,-1
20160101160813,21,-1,-1,-1
20160101160813,22,-1,-1,-1
20160101160813,23,-1,-1,-1
20160101160835,1,-1,-1,-1
20160101160835,2,-1,-1,-1
20160101160835,3,-1,-1,-1
20160101160835,4,-1,-1,-1
20160101160835,5,-1,-1,-1
20160101160835,6,1,10,10
20160101160835,7,-1,-1,-1
20160101160835,8,-1,-1,-1
20160101160835,9,-1,-1,-1
20160101160835,10,-1,-1,-1
20160101160835,11,-1,-1,-1
20160101160835,12,-1,-1,-1
20160101160835,13,-1,-1,-1
20160101160835,14,-1,-1,-1
20160101160835,15,-1,-1,-1
20160101160835,16,1,10,10
20160101160835,17,-1,-1,-1
20160101160835,18,-1,-1,-1
20160101160835,19,-1,-1,-1
20160101160835,20,-1,-1,-1
20160101160835,21,-1,-1,-1
20160101160835,22,-1,-1,-1
20160101160835,23,-1,-1,-1
20160101160835,24,-1,-1,-1
20160101160837,1,-1,-1,-1
20160101160837,2,-1,-1,-1
20160101160837,3,-1,-1,-1
20160101160837,4,-1,-1,-1
20160101160837,5,-1,-1,-1
20160101160837,6,-1,-1,-1
20160101160837,7,-1,-1,-1
20160101160837,8,1,5,5
20160101160837,9,-1,-1,-1
20160101160837,10,-1,-1,-1
20160101160837,11,-1,-1,-1
20160101160837,12,-1,-1,-1
20160101160837,13,-1,-1,-1
20160101160837,14,-1,-1,-1
20160101160837,15,-1,-1,-1
20160101160837,16,-1,-1,-1
20160101160837,17,-1,-1,-1
20160101160837,18,-1,-1,-1
20160101160837,19,-1,-1,-1
20160101160837,20,-1,-1,-1
20160101160837,21,-1,-1,-1
20160101160837,22,-1,-1,-1
20160101160837,23,-1,-1,-1
20160101160837,24,-1,-1,-1
20160101160837,25,-1,-1,-1
20160101160837,26,-1,-1,-1
20160101160837,27,-1,-1,-1
20160101160837,28,-1,-1,-1
20160101160837,29,-1,-1,-1
20160101160837,30,-1,-1,-1
20160101160837,31,-1,-1,-1
20160101160837,32,-1,-1,-1
20160101160837,33,-1,-1,-1
20160101160837,34,-1,-1,-1
20160101160837,35,-1,-1,-1
20160101160837,36,-1,-1,-1
20160101160837,37,-1,-1,-1
20160101160856,1,-1,-1,-1
20160101160856,2,-1,-1,-1
20160101160856,3,-1,-1,-1
20160101160856,4,-1,-1,-1
20160101160856,5,-1,-1,-1
20160101160856,6,-1,-1,-1
20160101160856,7,-1,-1,-1
20160101160856,8,-1,-1,-1
20160101160856,9,-1,-1,-1
20160101160856,10,-1,-1,-1
20160101160856,11,-1,-1,-1
20160101160856,12,1,5,5
20160101160856,13,-1,-1,-1
20160101160856,14,-1,-1,-1
20160101160856,15,-1,-1,-1
20160101160856,16,-1,-1,-1
20160101160856,17,-1,-1,-1
20160101160856,18,-1,-1,-1
20160101160856,19,-1,-1,-1
20160101160856,20,-1,-1,-1
20160101160856,21,-1,-1,-1
20160101160856,22,-1,-1,-1
20160101160856,23,-1,-1,-1
20160101160856,24,-1,-1,-1
20160101160856,25,-1,-1,-1
20160101160856,26,-1,-1,-1
20160101160856,27,-1,-1,-1
20160101160856,28,-1,-1,-1
20160101160856,29,-1,-1,-1
20160101160856,30,-1,-1,-1
20160101160856,31,-1,-1,-1
20160101160856,32,-1,-1,-1
20160101160914,1,-1,-1,-1
20160101160914,2,-1,-1,-1
20160101160914,3,-1,-1,-1
20160101160914,4,-1,-1,-1
20160101160914,5,-1,-1,-1
20160101160914,6,-1,-1,-1
20160101160914,7,1,315,315
20160101160914,8,-1,-1,-1
20160101160914,9,-1,-1,-1
20160101160916,1,-1,-1,-1
20160101160916,2,-1,-1,-1
20160101160916,3,1,20,20
20160101160916,4,-1,-1,-1
20160101160916,5,-1,-1,-1
20160101160916,6,-1,-1,-1
20160101160916,7,-1,-1,-1
20160101160916,8,1,3,3
20160101160916,9,-1,-1,-1
20160101160916,10,-1,-1,-1
20160101160916,11,-1,-1,-1
20160101160916,12,-1,-1,-1
20160101160916,13,-1,-1,-1
20160101160916,14,-1,-1,-1
20160101160916,15,-1,-1,-1
20160101160916,16,-1,-1,-1
20160101160916,17,-1,-1,-1
20160101160916,18,-1,-1,-1
20160101160916,19,-1,-1,-1
20160101160916,20,-1,-1,-1
20160101160916,21,-1,-1,-1
20160101160969,1,-1,-1,-1
20160101160969,2,1,5,5
20160101160969,3,-1,-1,-1
20160101160969,4,-1,-1,-1
20160101160969,5,-1,-1,-1
20160101160969,6,-1,-1,-1
20160101160969,7,-1,-1,-1
20160101160969,8,-1,-1,-1
20160101160969,9,-1,-1,-1
20160101160969,10,-1,-1,-1
20160101160969,11,-1,-1,-1
20160101160969,12,-1,-1,-1
20160101160969,13,-1,-1,-1
20160101160969,14,-1,-1,-1
20160101160969,15,-1,-1,-1
20160101160969,16,-1,-1,-1
20160101160969,17,-1,-1,-1
20160101160969,18,-1,-1,-1
20160101160969,19,-1,-1,-1
20160101160969,20,-1,-1,-1
20160101160969,21,-1,-1,-1
20160101160969,22,-1,-1,-1
20160101160974,1,-1,-1,-1
20160101160974,2,-1,-1,-1
20160101160974,3,-1,-1,-1
20160101160974,4,-1,-1,-1
20160101160974,5,-1,-1,-1
20160101160974,6,-1,-1,-1
20160101160974,7,-1,-1,-1
20160101160974,8,-1,-1,-1
20160101160974,9,-1,-1,-1
20160101160974,10,-1,-1,-1
20160101160974,11,-1,-1,-1
20160101160974,12,-1,-1,-1
20160101160974,13,1,5,5
20160101160974,14,-1,-1,-1
20160101160974,15,-1,-1,-1
20160101160974,16,-1,-1,-1
20160101160974,17,-1,-1,-1
20160101160974,18,-1,-1,-1
20160101160974,19,-1,-1,-1
20160101160974,20,-1,-1,-1
20160101160974,21,-1,-1,-1
20160101160974,22,-1,-1,-1
20160101160974,23,-1,-1,-1
20160101160982,1,-1,-1,-1
20160101160982,2,-1,-1,-1
20160101160982,3,-1,-1,-1
20160101160982,4,-1,-1,-1
20160101160982,5,-1,-1,-1
20160101160982,6,-1,-1,-1
20160101160982,7,-1,-1,-1
20160101160982,8,-1,-1,-1
20160101160982,9,-1,-1,-1
20160101160982,10,-1,-1,-1
20160101160982,11,-1,-1,-1
20160101160982,12,-1,-1,-1
20160101160982,13,-1,-1,-1
20160101160982,14,1,5,5
20160101160982,15,-1,-1,-1
20160101160982,16,-1,-1,-1
20160101160982,17,-1,-1,-1
20160101160982,18,-1,-1,-1
20160101160982,19,-1,-1,-1
20160101160982,20,-1,-1,-1
20160101160982,21,1,15,15
20160101160982,22,-1,-1,-1
20160101160982,23,-1,-1,-1
20160101160982,24,-1,-1,-1
20160101160982,25,-1,-1,-1
20160101160982,26,-1,-1,-1
20160101160982,27,-1,-1,-1
20160101160982,28,-1,-1,-1
20160101160982,29,-1,-1,-1
20160101160982,30,-1,-1,-1
20160101160995,1,-1,-1,-1
20160101160995,2,1,120,120
20160101160995,3,-1,-1,-1
20160101160995,4,-1,-1,-1
20160101160995,5,-1,-1,-1
20160101160995,6,-1,-1,-1
20160101160995,7,-1,-1,-1
20160101160995,8,-1,-1,-1
20160101160995,9,-1,-1,-1
20160101160995,10,-1,-1,-1
20160101161013,1,-1,-1,-1
20160101161013,2,-1,-1,-1
20160101161013,3,1,10,10
20160101161013,4,-1,-1,-1
20160101161013,5,-1,-1,-1
20160101161013,6,-1,-1,-1
20160101161013,7,-1,-1,-1
20160101161013,8,-1,-1,-1
20160101161013,9,-1,-1,-1
20160101161013,10,-1,-1,-1
20160101161013,11,-1,-1,-1
20160101161013,12,-1,-1,-1
20160101161013,13,-1,-1,-1
20160101161013,14,-1,-1,-1
20160101161013,15,-1,-1,-1
20160101161019,1,-1,-1,-1
20160101161019,2,-1,-1,-1
20160101161019,3,-1,-1,-1
20160101161019,4,-1,-1,-1
20160101161019,5,-1,-1,-1
20160101161019,6,-1,-1,-1
20160101161019,7,-1,-1,-1
20160101161019,8,-1,-1,-1
20160101161019,9,-1,-1,-1
20160101161019,10,-1,-1,-1
20160101161019,11,-1,-1,-1
20160101161019,12,-1,-1,-1
20160101161019,13,-1,-1,-1
20160101161019,14,-1,-1,-1
20160101161019,15,1,10,10
20160101161019,16,-1,-1,-1
20160101161019,17,-1,-1,-1
20160101161019,18,-1,-1,-1
20160101161019,19,-1,-1,-1
20160101161056,1,-1,-1,-1
20160101161056,2,-1,-1,-1
20160101161056,3,-1,-1,-1
20160101161056,4,1,240,240
20160101161056,5,-1,-1,-1
20160101161056,6,-1,-1,-1
20160101161056,7,-1,-1,-1
20160101161056,8,-1,-1,-1
20160101161080,1,-1,-1,-1
20160101161080,2,-1,-1,-1
20160101161080,3,1,10,10
20160101161080,4,-1,-1,-1
20160101161080,5,-1,-1,-1
20160101161080,6,1,20,20
20160101161080,7,-1,-1,-1
20160101161080,8,-1,-1,-1
20160101161080,9,-1,-1,-1
20160101161080,10,-1,-1,-1
20160101161080,11,-1,-1,-1
20160101161080,12,-1,-1,-1
20160101161080,13,-1,-1,-1
20160101161080,14,-1,-1,-1
20160101161080,15,-1,-1,-1
20160101161080,16,-1,-1,-1
20160101161086,1,-1,-1,-1
20160101161086,2,-1,-1,-1
20160101161086,3,1,10,10
20160101161086,4,-1,-1,-1
20160101161086,5,-1,-1,-1
20160101161086,6,-1,-1,-1
20160101161086,7,-1,-1,-1
20160101161086,8,-1,-1,-1
20160101161086,9,-1,-1,-1
20160101161086,10,-1,-1,-1
20160101161086,11,-1,-1,-1
20160101161086,12,-1,-1,-1
20160101161086,13,-1,-1,-1
20160101161086,14,-1,-1,-1
20160101161086,15,-1,-1,-1
20160101161086,16,-1,-1,-1
20160101161086,17,-1,-1,-1
20160101161086,18,-1,-1,-1
20160101161086,19,-1,-1,-1
20160101161086,20,-1,-1,-1
20160101161086,21,-1,-1,-1
20160101161086,22,-1,-1,-1
20160101161086,23,-1,-1,-1
20160101161086,24,-1,-1,-1
20160101161086,25,-1,-1,-1
20160101161086,26,-1,-1,-1
20160101161086,27,-1,-1,-1
20160101161086,28,-1,-1,-1
20160101161086,29,-1,-1,-1
20160101161086,30,-1,-1,-1
20160101161086,31,-1,-1,-1
20160101161086,32,-1,-1,-1
20160101161086,33,-1,-1,-1
20160101161086,34,-1,-1,-1
20160101161107,1,-1,-1,-1
20160101161107,2,-1,-1,-1
20160101161107,3,-1,-1,-1
20160101161107,4,-1,-1,-1
20160101161107,5,-1,-1,-1
20160101161107,6,-1,-1,-1
20160101161107,7,-1,-1,-1
20160101161107,8,-1,-1,-1
20160101161107,9,-1,-1,-1
20160101161107,10,-1,-1,-1
20160101161107,11,1,5,5
20160101161107,12,-1,-1,-1
20160101161107,13,-1,-1,-1
20160101161107,14,-1,-1,-1
20160101161107,15,-1,-1,-1
20160101161107,16,-1,-1,-1
20160101161107,17,-1,-1,-1
20160101161107,18,-1,-1,-1
20160101161107,19,-1,-1,-1
20160101161107,20,-1,-1,-1
20160101161107,21,-1,-1,-1
20160101161107,22,-1,-1,-1
20160101161107,23,-1,-1,-1
20160101161107,24,-1,-1,-1
20160101161107,25,-1,-1,-1
20160101161115,1,-1,-1,-1
20160101161115,2,-1,-1,-1
20160101161115,3,-1,-1,-1
20160101161115,4,1,10,10
20160101161115,5,-1,-1,-1
20160101161115,6,1,10,10
20160101161115,7,1,15,15
20160101161115,8,-1,-1,-1
20160101161115,9,-1,-1,-1
20160101161115,10,-1,-1,-1
20160101161115,11,-1,-1,-1
20160101161115,12,1,10,10
20160101161115,13,-1,-1,-1
20160101161141,1,-1,-1,-1
20160101161141,2,-1,-1,-1
20160101161141,3,-1,-1,-1
20160101161141,4,-1,-1,-1
20160101161141,5,-1,-1,-1
20160101161141,6,-1,-1,-1
20160101161141,7,-1,-1,-1
20160101161141,8,-1,-1,-1
20160101161141,9,-1,-1,-1
20160101161141,10,-1,-1,-1
20160101161141,11,-1,-1,-1
20160101161141,12,1,20,20
20160101161141,13,-1,-1,-1
20160101161141,14,-1,-1,-1
20160101161144,1,-1,-1,-1
20160101161144,2,-1,-1,-1
20160101161144,3,-1,-1,-1
20160101161144,4,1,5,5
20160101161144,5,-1,-1,-1
20160101161144,6,-1,-1,-1
20160101161144,7,-1,-1,-1
20160101161144,8,-1,-1,-1
20160101161144,9,-1,-1,-1
20160101161144,10,-1,-1,-1
20160101161144,11,-1,-1,-1
20160101161144,12,1,20,20
20160101161144,13,-1,-1,-1
20160101161144,14,-1,-1,-1
20160101161144,15,-1,-1,-1
20160101161144,16,-1,-1,-1
20160101161144,17,-1,-1,-1
20160101161144,18,-1,-1,-1
20160101161144,19,1,10,10
20160101161144,20,-1,-1,-1
20160101161156,1,-1,-1,-1
20160101161156,2,-1,-1,-1
20160101161156,3,-1,-1,-1
20160101161156,4,-1,-1,-1
20160101161156,5,-1,-1,-1
20160101161156,6,-1,-1,-1
20160101161156,7,-1,-1,-1
20160101161156,8,-1,-1,-1
20160101161156,9,-1,-1,-1
20160101161156,10,-1,-1,-1
20160101161156,11,-1,-1,-1
20160101161156,12,-1,-1,-1
20160101161156,13,-1,-1,-1
20160101161156,14,-1,-1,-1
20160101161156,15,1,30,30
20160101161156,16,-1,-1,-1
20160101161156,17,-1,-1,-1
20160101161156,18,-1,-1,-1
20160101161156,19,-1,-1,-1
20160101161156,20,-1,-1,-1
20160101161156,21,-1,-1,-1
20160101161156,22,-1,-1,-1
20160101161157,1,-1,-1,-1
20160101161157,2,-1,-1,-1
20160101161157,3,-1,-1,-1
20160101161157,4,1,2,2
20160101161157,5,-1,-1,-1
20160101161157,6,-1,-1,-1
20160101161157,7,1,5,5
20160101161157,8,-1,-1,-1
20160101161157,9,-1,-1,-1
20160101161157,10,-1,-1,-1
20160101161157,11,-1,-1,-1
20160101161200,1,-1,-1,-1
20160101161200,2,-1,-1,-1
20160101161200,3,-1,-1,-1
20160101161200,4,1,5,5
20160101161200,5,-1,-1,-1
20160101161200,6,-1,-1,-1
20160101161200,7,-1,-1,-1
20160101161200,8,-1,-1,-1
20160101161200,9,1,5,5
20160101161200,10,-1,-1,-1
20160101161200,11,-1,-1,-1
20160101161200,12,-1,-1,-1
20160101161215,1,-1,-1,-1
20160101161215,2,-1,-1,-1
20160101161215,3,-1,-1,-1
20160101161215,4,-1,-1,-1
20160101161215,5,-1,-1,-1
20160101161215,6,1,60,60
20160101161215,7,-1,-1,-1
20160101161215,8,-1,-1,-1
20160101161237,1,-1,-1,-1
20160101161237,2,-1,-1,-1
20160101161237,3,-1,-1,-1
20160101161237,4,-1,-1,-1
20160101161237,5,1,120,120
20160101161237,6,-1,-1,-1
20160101161237,7,-1,-1,-1
20160101161237,8,-1,-1,-1
20160101161237,9,-1,-1,-1
20160101161245,1,-1,-1,-1
20160101161245,2,-1,-1,-1
20160101161245,3,-1,-1,-1
20160101161245,4,-1,-1,-1
20160101161245,5,-1,-1,-1
20160101161245,6,-1,-1,-1
20160101161245,7,-1,-1,-1
20160101161245,8,1,5,5
20160101161245,9,-1,-1,-1
20160101161245,10,-1,-1,-1
20160101161245,11,-1,-1,-1
20160101161245,12,-1,-1,-1
20160101161245,13,-1,-1,-1
20160101161245,14,-1,-1,-1
20160101161245,15,-1,-1,-1
20160101161245,16,-1,-1,-1
20160101161245,17,-1,-1,-1
20160101161245,18,-1,-1,-1
20160101161245,19,-1,-1,-1
20160101161245,20,-1,-1,-1
20160101161245,21,-1,-1,-1
20160101161245,22,-1,-1,-1
20160101161245,23,-1,-1,-1
20160101161245,24,-1,-1,-1
20160101161245,25,-1,-1,-1
20160101161245,26,-1,-1,-1
20160101161317,1,-1,-1,-1
20160101161317,2,-1,-1,-1
20160101161317,3,1,15,15
20160101161317,4,-1,-1,-1
20160101161317,5,-1,-1,-1
20160101161317,6,-1,-1,-1
20160101161317,7,-1,-1,-1
20160101161317,8,-1,-1,-1
20160101161317,9,-1,-1,-1
20160101161317,10,-1,-1,-1
20160101161317,11,-1,-1,-1
20160101161317,12,-1,-1,-1
20160101161317,13,-1,-1,-1
20160101161317,14,-1,-1,-1
20160101161317,15,-1,-1,-1
20160101161317,16,-1,-1,-1
20160101161317,17,-1,-1,-1
20160101161317,18,-1,-1,-1
20160101161412,1,-1,-1,-1
20160101161412,2,-1,-1,-1
20160101161412,3,-1,-1,-1
20160101161412,4,-1,-1,-1
20160101161412,5,-1,-1,-1
20160101161412,6,1,15,15
20160101161412,7,-1,-1,-1
20160101161412,8,1,15,15
20160101161412,9,-1,-1,-1
20160101161412,10,-1,-1,-1
20160101161412,11,-1,-1,-1
20160101161412,12,-1,-1,-1
20160101161418,1,-1,-1,-1
20160101161418,2,1,10,10
20160101161418,3,-1,-1,-1
20160101161418,4,-1,-1,-1
20160101161418,5,-1,-1,-1
20160101161418,6,-1,-1,-1
20160101161418,7,-1,-1,-1
20160101161418,8,-1,-1,-1
20160101161418,9,-1,-1,-1
20160101161418,10,-1,-1,-1
20160101161418,11,-1,-1,-1
20160101161418,12,-1,-1,-1
20160101161418,13,-1,-1,-1
20160101161418,14,-1,-1,-1
20160101161418,15,-1,-1,-1
20160101161418,16,-1,-1,-1
20160101161451,1,-1,-1,-1
20160101161451,2,-1,-1,-1
20160101161451,3,-1,-1,-1
20160101161451,4,-1,-1,-1
20160101161451,5,-1,-1,-1
20160101161451,6,-1,-1,-1
20160101161451,7,-1,-1,-1
20160101161451,8,-1,-1,-1
20160101161451,9,-1,-1,-1
20160101161451,10,-1,-1,-1
20160101161451,11,-1,-1,-1
20160101161451,12,1,30,30
20160101161451,13,-1,-1,-1
20160101161508,1,-1,-1,-1
20160101161508,2,1,5,5
20160101161508,3,-1,-1,-1
20160101161508,4,-1,-1,-1
20160101161508,5,-1,-1,-1
20160101161508,6,-1,-1,-1
20160101161508,7,-1,-1,-1
20160101161508,8,-1,-1,-1
20160101161508,9,-1,-1,-1
20160101161508,10,-1,-1,-1
20160101161508,11,-1,-1,-1
20160101161508,12,-1,-1,-1
20160101161508,13,-1,-1,-1
20160101161508,14,1,5,5
20160101161508,15,-1,-1,-1
20160101161508,16,-1,-1,-1
20160101161508,17,-1,-1,-1
20160101161508,18,-1,-1,-1
20160101161508,19,1,5,5
20160101161508,20,-1,-1,-1
20160101161508,21,-1,-1,-1
20160101161508,22,-1,-1,-1
20160101161508,23,-1,-1,-1
20160101161508,24,-1,-1,-1
20160101161508,25,-1,-1,-1
20160101161511,1,-1,-1,-1
20160101161511,2,-1,-1,-1
20160101161511,3,-1,-1,-1
20160101161511,4,-1,-1,-1
20160101161511,5,-1,-1,-1
20160101161511,6,-1,-1,-1
20160101161511,7,-1,-1,-1
20160101161511,8,-1,-1,-1
20160101161511,9,-1,-1,-1
20160101161511,10,1,2,2
20160101161511,11,-1,-1,-1
20160101161511,12,-1,-1,-1
20160101161511,13,1,10,10
20160101161511,14,-1,-1,-1
20160101161511,15,-1,-1,-1
20160101161511,16,-1,-1,-1
20160101161511,17,-1,-1,-1
20160101161511,18,-1,-1,-1
20160101161528,1,-1,-1,-1
