TUCASEID,TULINENO,EXLCH,EELCH,EEBRK,EXBRK
20080112070837,5,0,1,2,0
20080112070837,6,0,2,2,0
20080112070842,3,0,1,2,0
20080112070843,3,0,1,1,0
20080112070845,2,0,1,2,0
20080112070845,3,0,1,1,0
20080112070850,3,0,1,2,0
20080112070850,4,0,1,2,0
20080112070859,3,0,1,2,0
20080112070859,4,0,1,2,0
20080112070863,3,0,1,2,0
20080112070871,3,0,1,1,0
20080112070879,1,0,1,2,0
20080112070879,4,0,1,1,0
20080112070882,3,0,1,2,0
20080112070882,4,0,1,2,0
20080112070884,1,0,1,2,0
20080112070884,4,0,1,2,0
20080112070889,1,0,1,2,0
20080112070889,4,0,1,2,0
20080112070893,3,0,1,2,0
20080112070893,4,0,1,2,0
20080112070895,2,0,1,1,0
20080112070901,2,0,1,1,0
20080112070931,4,0,1,2,0
20080112070931,6,0,1,2,0
20080112070944,2,0,1,2,0
20080112070944,3,0,2,2,0
20080112070956,3,0,1,2,0
20080112070956,4,0,2,2,0
20080112070963,3,0,1,2,0
20080112070981,2,0,1,2,0
20080112070983,2,0,1,2,0
20080112070986,1,0,1,1,0
20080112070986,5,0,1,2,0
20080112070986,6,0,1,2,0
20080112070995,3,0,1,1,0
20080112071009,5,0,1,2,0
20080112071009,8,0,2,2,0
20080112071017,3,0,1,2,0
20080112071017,4,0,2,2,0
20080112071018,2,0,1,2,0
20080112071024,3,0,1,1,0
20080112071024,4,0,1,1,0
20080112071031,3,0,1,2,0
20080112071031,4,0,2,2,0
20080112071052,2,0,1,1,0
20080112071052,3,0,1,1,0
20080112071055,1,0,1,1,0
20080112071062,3,0,1,2,0
20080112071065,3,0,1,2,0
20080112071068,2,0,1,2,0
20080112071077,3,0,1,2,0
20080112071077,4,0,2,2,0
20080112071081,4,0,2,2,0
20080112071081,5,0,2,1,0
20080112071106,3,0,1,2,0
20080112071106,4,0,1,2,0
20080112071107,2,0,1,2,0
20080112071107,3,0,1,2,0
20080112071107,4,0,1,2,0
20080112071112,3,0,1,2,0
20080112071126,3,0,1,2,0
20080112071126,4,0,1,1,0
20080112071132,3,0,2,2,0
20080112071132,4,0,1,2,0
20080112071133,1,0,2,2,0
20080112071133,4,0,1,2,0
20080112071133,5,0,1,2,0
20080112071149,3,0,2,2,0
20080112071149,4,0,1,2,0
20080112071149,5,0,1,2,0
20080112071149,6,0,1,2,0
20080112071153,4,0,1,2,0
20080112071153,5,0,1,2,0
20080112071155,3,0,1,2,0
20080112071185,3,0,1,1,0
20080112071186,1,0,1,1,0
20080112071186,4,0,1,1,0
20080112071186,5,0,1,1,0
20080112071190,3,0,1,2,0
20080112071190,4,0,1,2,0
20080112071192,3,0,1,2,0
20080112071192,4,0,1,2,0
20080112071200,3,0,1,2,0
20080112071200,4,0,2,2,0
20080112071200,5,0,2,2,0
20080112071204,3,0,1,2,0
20080112071214,3,0,1,2,0
20080112071231,3,0,1,2,0
20080112071231,4,0,1,2,0
20080112071239,3,0,1,2,0
20080112071241,3,0,1,1,0
20080112071241,4,0,2,2,0
20080112071302,1,0,1,2,0
20080112071335,2,0,1,1,0
20080112071335,4,0,1,1,0
20080112071335,5,0,1,1,0
20080112071335,6,0,1,1,0
20080112071341,1,0,1,2,0
20080112071345,2,0,1,2,0
20080112071346,4,0,1,2,0
20080112071346,5,0,1,2,0
20080112071351,3,0,1,2,0
20080112071351,4,0,1,2,0
20080112071360,2,0,1,1,0
20080112071364,3,0,1,2,0
20080112071366,3,0,1,2,0
20080112071372,3,0,1,1,0
20080112071374,3,0,1,2,0
20080112071374,4,0,1,2,0
20080112071391,5,0,1,1,0
20080112071391,6,0,1,1,0
20080112071394,3,0,1,1,0
20080112071394,4,0,1,1,0
20080112071404,3,0,1,1,0
20080112071404,4,0,1,1,0
20080112071404,5,0,1,1,0
20080112071404,6,0,1,1,0
20080112071412,3,0,2,2,0
20080112071412,4,0,1,2,0
20080112071419,3,0,2,1,0
20080112071419,4,0,2,2,0
20080112071423,4,0,2,2,0
20080112071423,5,0,1,2,0
20080112071429,2,0,1,2,0
20080112071429,3,0,1,2,0
20080112071429,4,0,1,2,0
20080112071429,5,0,2,2,0
20080112071436,3,0,1,2,0
20080112071436,4,0,1,2,0
20080112071436,5,0,1,2,0
20080112071436,6,0,1,2,0
20080112071436,7,0,1,2,0
20080112071450,3,0,1,2,0
20080112071450,4,0,1,1,0
20080112071459,1,0,1,1,0
20080112071459,4,0,1,1,0
20080112071460,3,0,1,2,0
20080112071460,4,0,1,1,0
20080112071466,2,0,1,2,0
20080112071468,2,0,1,2,0
20080112071483,3,0,1,2,0
20080112071483,4,0,1,2,0
20080112071483,5,0,1,2,0
20080112071490,2,0,1,2,0
20080112071490,3,0,1,2,0
20080112071491,5,0,2,2,0
20080112071491,6,0,1,2,0
20080112071504,4,0,1,2,0
20080112071507,4,0,1,2,0
20080112071533,3,0,1,2,0
20080112071544,5,0,1,1,0
20080112071549,3,0,2,2,0
20080112071549,4,0,1,2,0
20080112071555,3,0,1,1,0
20080112071559,3,0,2,2,0
20080112071559,4,0,1,2,0
20080112071564,2,0,1,1,0
20080112071572,3,0,2,2,0
20080112071572,4,0,2,1,0
20080112071572,5,0,2,1,0
20080112071628,5,0,1,2,0
20080112071634,3,0,1,2,0
20080112071634,4,0,1,2,0
20080112071637,3,0,1,2,0
20080112071637,4,0,1,2,0
20080112071637,5,0,2,2,0
20080112071641,3,0,1,2,0
20080112071657,4,0,1,1,0
20080112071657,5,0,1,1,0
20080112071665,3,0,1,2,0
20080112071680,4,0,1,2,0
20080112071680,5,0,1,2,0
20080112071680,6,0,1,1,0
20080112071686,3,0,1,1,0
20080112071688,3,0,1,2,0
20080112071692,1,0,2,2,0
20080112071692,3,0,1,2,0
20080112071692,4,0,2,2,0
20080112071697,3,0,1,1,0
20080112071697,4,0,1,1,0
20080112071699,2,0,1,1,0
20080112071702,4,0,1,2,0
20080112071702,5,0,1,2,0
20080112071732,3,0,1,2,0
20080112071732,4,0,1,1,0
20080112071735,3,0,2,2,0
20080112071735,4,0,2,2,0
20080112071735,5,0,1,2,0
20080112071741,2,0,1,1,0
20080112071741,3,0,1,1,0
20080112071742,1,0,2,2,0
20080112071742,4,0,1,2,0
20080112071745,3,0,2,2,0
20080112071745,4,0,1,2,0
20080112071745,5,0,1,2,0
20080112071746,3,0,1,2,0
20080112071746,4,0,2,2,0
20080112071754,1,0,1,2,0
20080112071776,3,0,1,1,0
20080112071776,4,0,1,1,0
20080112071795,2,0,1,2,0
20080112071795,3,0,1,2,0
20080112071806,3,0,1,2,0
20080112071806,4,0,1,2,0
20080112071806,5,0,2,2,0
20080112071808,3,0,1,2,0
20080112071813,4,0,1,2,0
20080112071818,3,0,1,1,0
20080112071835,2,0,1,2,0
20080112071835,3,0,1,2,0
20080112071835,4,0,1,2,0
20080112071839,3,0,1,1,0
20080112071839,4,0,1,1,0
20080112071839,5,0,1,1,0
20080112071839,6,0,1,1,0
20080112071860,4,0,2,2,0
20080112071860,5,0,2,2,0
20080112071860,6,0,2,2,0
20080112071860,7,0,1,1,0
20080112071873,2,0,1,2,0
20080112071873,3,0,1,2,0
20080112071873,4,0,1,2,0
20080112071877,2,0,1,1,0
20080112071884,1,0,1,2,0
20080112071884,5,0,1,2,0
20080112071887,3,0,1,2,0
20080112071887,4,0,1,2,0
20080112071892,3,0,2,1,0
20080112071892,4,0,2,2,0
20080112071900,3,0,1,2,0
20080112071900,4,0,2,2,0
20080112071901,2,0,1,1,0
20080112071923,4,0,1,1,0
20080112071931,3,0,1,2,0
20080112071934,3,0,1,1,0
20080112071948,3,0,1,1,0
20080112071948,4,0,1,1,0
20080112071948,5,0,2,2,0
20080112071963,3,0,1,2,0
20080112071963,4,0,1,2,0
20080112071968,3,0,1,1,0
20080112071968,4,0,1,1,0
20080112071975,3,0,1,2,0
20080112071975,4,0,1,2,0
20080112071975,5,0,1,2,0
20080112071984,2,0,1,1,0
20080112071984,3,0,1,1,0
20080112071984,4,0,1,1,0
20080112071985,4,0,1,1,0
20080112071985,5,0,1,1,0
20080112072004,3,0,2,2,0
20080112072004,4,0,1,1,0
20080112072004,5,0,2,2,0
20080112072004,6,0,1,2,0
20080112072004,7,0,2,2,0
20080112072004,8,0,1,1,0
20080112072020,3,0,1,1,0
20080112072020,4,0,1,1,0
20080112072025,3,0,1,1,0
20080112072029,2,0,1,1,0
20080112072029,3,0,2,2,0
20080112072029,6,0,1,1,0
20080112072039,3,0,1,2,0
20080112072039,5,0,2,2,0
20080112072039,6,0,2,2,0
20080112072041,3,0,1,2,0
20080112072041,4,0,1,1,0
20080112072041,5,0,1,1,0
20080112072062,2,0,1,2,0
20080112072062,3,0,1,2,0
20080112072062,4,0,1,2,0
20080112072076,3,0,1,1,0
20080112072076,4,0,1,1,0
20080112072076,5,0,1,1,0
20080112072079,3,0,1,2,0
20080112072079,4,0,1,2,0
20080112072079,5,0,1,1,0
20080112072082,1,0,2,2,0
20080112072082,2,0,2,2,0
20080112072082,3,0,1,1,0
20080112072082,6,0,1,1,0
20080112072082,7,0,1,1,0
20080112072082,8,0,1,1,0
20080112072082,9,0,2,2,0
20080112072086,2,0,1,2,0
20080112072086,3,0,1,2,0
20080112072086,4,0,2,2,0
20080112072094,1,0,1,2,0
20080112072095,5,0,1,1,0
20080112072095,6,0,1,1,0
20080112072121,1,0,1,2,0
20080112072121,3,0,1,2,0
20080112072128,1,0,1,1,0
20080112072128,2,0,1,2,0
20080112072149,3,0,1,1,0
20080112072150,3,0,2,2,0
20080112072150,4,0,1,2,0
20080112072160,3,0,1,1,0
20080112072174,4,0,1,1,0
20080112072178,3,0,1,2,0
20080112072178,4,0,1,2,0
20080112072184,1,0,1,1,0
20080112072184,4,0,1,2,0
20080112072187,3,0,1,1,0
20080112072200,3,0,1,1,0
20080112072200,4,0,1,1,0
20080112072200,5,0,1,1,0
20080112072217,2,0,1,2,0
20080112072226,3,0,2,2,0
20080112072226,4,0,2,1,0
20080112072226,5,0,2,1,0
20080112072227,3,0,1,1,0
20080112072227,4,0,1,1,0
20080112072236,1,0,2,2,0
20080112072236,4,0,1,2,0
20080112072241,2,0,1,2,0
20080112072246,3,0,2,2,0
20080112072246,4,0,1,1,0
20080112072253,3,0,2,2,0
20080112072253,4,0,1,1,0
20080112072263,3,0,1,1,0
20080112072264,3,0,1,2,0
20080112072264,4,0,1,2,0
20080112072264,5,0,1,2,0
20080112072273,3,0,1,1,0
20080112072273,4,0,1,1,0
20080112072273,5,0,1,1,0
20080112072283,4,0,1,2,0
20080112072288,3,0,1,2,0
20080112072309,3,0,1,1,0
20080112072326,3,0,2,2,0
20080112072326,4,0,1,2,0
20080112072344,1,0,1,2,0
20080112072344,4,0,1,1,0
20080112072347,2,0,1,2,0
20080112072347,3,0,1,2,0
20080112072348,4,0,1,2,0
20080112072348,5,0,1,2,0
20080112072366,3,0,1,2,0
20080112072373,3,0,1,2,0
20080112072373,4,0,2,2,0
20080112072382,3,0,1,2,0
20080112072382,4,0,1,2,0
20080112072382,5,0,1,2,0
20080112072390,3,0,1,1,0
20080112072390,4,0,1,1,0
20080112072398,3,0,1,2,0
20080112072399,1,0,1,1,0
20080112072399,3,0,2,2,0
20080112072399,4,0,1,1,0
20080112072404,3,0,1,2,0
20080112072404,4,0,1,2,0
20080112072406,3,0,1,1,0
20080112072406,4,0,1,1,0
20080112072406,5,0,1,1,0
20080112072406,6,0,1,1,0
20080112072409,4,0,1,2,0
20080112072412,3,0,1,1,0
20080112072412,4,0,2,2,0
20080112072414,3,0,1,2,0
20080112072414,4,0,1,2,0
20080112072414,5,0,1,2,0
20080112072425,3,0,1,2,0
20080112072425,4,0,1,2,0
20080112072426,3,0,1,2,0
20080112072426,4,0,1,2,0
20080112072438,3,0,1,2,0
20080112072438,4,0,1,2,0
20080112072453,2,0,1,2,0
20080112072464,3,10,2,2,10
20080112072464,4,0,1,2,0
20080112072468,3,0,1,2,0
20080112072468,4,0,1,2,0
20080112072470,4,0,1,2,0
20080112072470,5,0,1,2,0
20080112072473,1,0,1,1,0
20080201080024,5,0,1,1,0
20080201080024,6,0,2,2,0
20080201080039,4,0,1,2,0
20080201080039,5,0,2,2,0
20080201080039,6,0,1,2,0
20080201080043,2,0,1,1,0
20080201080043,3,0,1,1,0
20080201080043,4,0,1,1,0
20080201080043,5,0,1,1,0
20080201080043,6,0,1,1,0
20080201080043,7,0,1,1,0
20080201080043,8,0,1,1,0
20080201080043,9,0,1,1,0
20080201080046,2,0,1,1,0
20080201080057,2,0,2,2,0
20080201080057,3,0,1,1,0
20080201080057,4,0,1,1,0
20080201080057,5,0,2,2,0
20080201080057,6,0,2,2,0
20080201080067,3,0,1,1,0
20080201080085,2,0,1,1,0
20080201080085,3,0,1,1,0
20080201080108,7,0,1,1,0
20080201080148,1,0,1,2,0
20080201080148,4,0,1,2,0
20080201080148,6,0,2,2,0
20080201080151,1,0,1,1,0
20080201080151,5,0,1,1,0
20080201080151,6,0,1,1,0
20080201080519,3,0,1,1,0
20080201080519,4,0,1,1,0
20080201080531,3,0,1,1,0
20080201080532,2,0,1,1,0
20080201080532,3,0,1,1,0
20080201080551,3,0,1,2,0
20080201080554,3,0,1,2,0
20080201080554,4,0,2,2,0
20080201080568,3,0,1,1,0
20080201080572,3,0,1,2,0
20080201080572,4,0,1,2,0
20080201080594,3,0,1,2,0
20080201080614,3,0,1,1,0
20080201080614,4,0,2,2,0
20080201080637,3,0,1,1,0
20080201080637,4,0,2,2,0
20080201080638,1,0,1,1,0
20080201080649,3,0,1,2,0
20080201080653,3,0,2,2,0
20080201080653,4,0,1,2,0
20080201080657,5,0,1,1,0
20080201080675,3,0,2,2,0
20080201080675,4,0,2,1,0
20080201080675,5,0,2,1,0
20080201080681,2,0,1,2,0
20080201080690,3,0,1,2,0
20080201080690,4,0,1,2,0
20080201080690,5,0,2,1,0
20080201080696,4,0,1,2,0
20080201080696,5,0,1,2,0
20080201080697,2,0,1,1,0
20080201080697,3,0,2,2,0
20080201080706,3,0,2,1,0
20080201080710,3,0,1,2,0
20080201080710,4,0,2,2,0
20080201080711,3,0,1,2,0
20080201080711,4,0,2,2,0
20080201080718,2,0,1,1,0
20080201080718,3,0,1,1,0
20080201080718,4,0,1,1,0
20080201080718,5,0,1,1,0
20080201080718,6,0,1,1,0
20080201080718,7,0,2,2,0
20080201080726,3,0,2,2,0
20080201080726,4,0,1,2,0
20080201080726,5,0,1,2,0
20080201080726,6,0,1,2,0
20080201080732,3,0,1,1,0
20080201080732,4,0,1,1,0
20080201080745,3,0,2,2,0
20080201080745,4,0,1,2,0
20080201080745,5,0,2,2,0
20080201080756,2,0,1,1,0
20080201080765,3,0,1,1,0
20080201080765,4,0,1,1,0
20080201080765,5,0,1,1,0
20080201080765,6,0,1,1,0
20080201080768,3,0,1,2,0
20080201080768,4,0,1,2,0
20080201080774,1,0,2,2,0
20080201080774,3,0,1,2,0
20080201080782,1,0,1,2,0
20080201080814,3,0,1,1,0
20080201080814,4,0,1,1,0
20080201080814,5,0,1,1,0
20080201080814,6,0,1,1,0
20080201080825,3,0,1,2,0
20080201080829,3,0,1,2,0
20080201080851,3,0,1,2,0
20080201080864,3,0,1,2,0
20080201080864,4,0,1,2,0
20080201080873,3,0,1,2,0
20080201080873,4,0,2,2,0
20080201080875,3,0,1,2,0
20080201080875,4,0,2,2,0
20080201080877,1,0,1,2,0
20080201080877,6,0,1,2,0
20080201080877,7,0,1,2,0
20080201080880,3,0,1,2,0
20080201080886,1,0,1,2,0
20080201080886,3,0,1,1,0
20080201080888,3,0,2,2,0
20080201080888,4,0,1,2,0
20080201080906,3,0,1,2,0
20080201080906,4,0,1,2,0
20080201080912,3,0,1,2,0
20080201080912,4,0,1,1,0
20080201080958,1,0,1,2,0
20080201080958,4,0,2,2,0
20080201080970,1,0,2,2,0
20080201080970,4,0,1,2,0
20080201080970,5,0,1,2,0
20080201080970,6,0,2,2,0
20080201080980,3,0,1,2,0
20080201080980,4,0,1,2,0
20080201081016,3,0,1,2,0
20080201081016,4,0,1,2,0
20080201081016,5,0,1,2,0
20080201081021,2,0,1,1,0
20080201081021,3,0,1,1,0
20080201081028,1,0,1,2,0
20080201081028,4,0,1,2,0
20080201081046,3,0,1,2,0
20080201081046,4,0,1,2,0
20080201081048,3,0,1,2,0
20080201081048,4,0,2,2,0
20080201081048,5,0,2,2,0
20080201081050,3,0,1,1,0
20080201081062,3,0,1,1,0
20080201081062,4,0,1,1,0
20080201081069,4,0,1,1,0
20080201081069,5,0,1,1,0
20080201081071,3,0,1,1,0
20080201081071,4,0,2,2,0
20080201081075,3,0,1,1,0
20080201081076,3,0,1,2,0
20080201081076,4,0,2,2,0
20080201081076,5,0,2,2,0
20080201081091,3,0,1,1,0
20080201081091,4,0,2,2,0
20080201081111,4,0,2,2,0
20080201081111,5,0,1,2,0
20080201081129,5,0,1,2,0
20080201081145,2,0,1,2,0
20080201081146,3,0,1,2,0
20080201081146,4,0,2,2,0
20080201081146,5,0,2,2,0
20080201081148,3,0,1,1,0
20080201081148,4,0,1,1,0
20080201081170,3,0,1,1,0
20080201081170,4,0,1,1,0
20080201081184,3,0,1,2,0
20080201081184,4,0,1,2,0
20080201081184,5,0,1,2,0
20080201081194,3,0,1,2,0
20080201081194,4,0,2,2,0
20080201081198,3,0,1,2,0
20080201081198,4,0,2,2,0
20080201081202,4,0,1,1,0
20080201081202,5,0,1,1,0
20080201081204,3,0,1,2,0
20080201081204,6,0,2,2,0
20080201081207,3,0,1,2,0
20080201081207,4,0,2,2,0
20080201081209,2,0,1,1,0
20080201081212,3,0,1,1,0
20080201081212,4,0,1,1,0
20080201081215,1,0,1,2,0
20080201081215,4,0,1,2,0
20080201081215,5,0,1,2,0
20080201081217,3,0,1,2,0
20080201081217,4,0,1,2,0
20080201081217,5,0,2,2,0
20080201081217,6,0,2,2,0
20080201081234,3,0,1,2,0
20080201081234,4,0,1,2,0
20080201081234,5,0,1,2,0
20080201081234,6,0,1,2,0
20080201081236,6,0,1,2,0
20080201081236,7,0,1,2,0
20080201081240,3,0,1,1,0
20080201081246,2,0,1,1,0
20080201081246,3,0,1,1,0
20080201081246,4,0,1,1,0
20080201081256,3,0,1,1,0
20080201081256,4,0,1,1,0
20080201081256,5,0,1,1,0
20080201081265,3,0,1,2,0
20080201081265,4,0,1,2,0
20080201081267,4,0,1,2,0
20080201081267,5,0,1,2,0
20080201081281,3,0,1,1,0
20080201081288,3,0,1,2,0
20080201081288,5,0,1,2,0
20080201081289,4,0,1,2,0
20080201081289,5,0,1,1,0
20080201081289,6,0,1,1,0
20080201081295,3,0,2,2,0
20080201081295,4,0,1,2,0
20080201081295,5,0,2,2,0
20080201081304,3,0,1,2,0
20080201081304,4,0,1,2,0
20080201081308,1,0,1,2,0
20080201081308,4,0,1,2,0
20080201081335,3,0,1,2,0
20080201081335,4,0,1,2,0
20080201081342,3,0,1,1,0
20080201081354,3,0,1,1,0
20080201081358,2,0,1,1,0
20080201081358,3,0,1,1,0
20080201081358,4,0,1,1,0
20080201081366,3,0,1,1,0
20080201081366,4,0,1,1,0
20080201081371,3,0,1,1,0
20080201081371,4,0,1,1,0
20080201081376,3,0,1,2,0
20080201081376,5,0,1,2,0
20080201081376,6,0,1,2,0
20080201081378,1,0,2,2,0
20080201081378,5,0,1,2,0
20080201081382,2,0,1,1,0
20080201081391,3,0,1,1,0
20080201081391,4,0,1,1,0
