TUCASEID,TULINENO,EXLCH,EELCH,EEBRK,EXBRK
20060101062457,2,0,1,2,0
20060101062457,3,0,1,2,0
20060101062547,3,0,1,2,0
20060101062547,4,0,1,2,0
20060101062547,5,0,1,2,0
20060110050629,3,0,1,1,0
20060110050629,4,0,2,2,0
20060110051545,3,0,1,2,0
20060111050138,2,0,1,1,0
20060111050138,3,0,1,1,0
20060111050138,4,0,2,2,0
20060111050138,5,0,2,2,0
20060111050554,1,0,2,2,0
20060111050554,4,0,1,2,0
20060111050585,2,0,1,1,0
20060111050585,3,0,1,1,0
20060111050621,4,0,1,2,0
20060111050622,1,0,1,2,0
20060111050622,5,0,1,2,0
20060111050624,1,0,1,2,0
20060111050624,4,0,1,2,0
20060111050634,3,0,1,2,0
20060111050645,3,0,1,2,0
20060111050645,4,0,1,2,0
20060111050645,5,0,1,2,0
20060111050645,6,0,2,2,0
20060111050645,9,0,1,2,0
20060111050673,3,0,1,2,0
20060111050683,5,0,1,1,0
20060111050691,3,0,1,2,0
20060111050694,1,0,1,2,0
20060111050694,3,0,2,2,0
20060111050694,4,0,2,2,0
20060111050695,3,0,1,1,0
20060111050695,4,0,1,1,0
20060111050695,5,0,2,2,0
20060111050706,3,0,1,2,0
20060111050706,4,0,2,2,0
20060111050727,2,0,1,2,0
20060111050737,5,0,2,1,0
20060111050737,6,0,2,1,0
20060111050747,3,0,1,2,0
20060111050747,4,0,2,2,0
20060111050749,5,0,1,1,0
20060111050749,6,0,2,2,0
20060111050771,3,0,1,1,0
20060111050786,3,0,1,2,0
20060111050786,4,0,2,2,0
20060111050791,2,0,1,2,0
20060111050802,3,0,1,2,0
20060111050802,4,0,2,2,0
20060111050817,3,0,1,1,0
20060111050817,4,0,1,1,0
20060111050820,2,0,2,2,0
20060111050820,3,0,1,2,0
20060111050837,3,10,2,2,10
20060111050837,4,0,1,2,0
20060111050837,5,0,1,2,0
20060111050907,4,0,1,1,0
20060111050907,5,0,2,2,0
20060111050914,5,0,1,2,0
20060111050958,3,0,1,2,0
20060111050958,4,0,1,2,0
20060111050968,3,0,1,2,0
20060111050968,4,0,1,2,0
20060111051026,2,0,1,2,0
20060111051071,3,0,1,2,0
20060111051071,4,0,1,2,0
20060111051078,3,0,1,2,0
20060111051078,4,0,1,2,0
20060111051095,3,0,2,2,0
20060111051095,4,0,2,2,0
20060111051095,5,0,1,2,0
20060111051095,6,0,2,2,0
20060111051095,7,0,2,2,0
20060111051124,3,0,1,1,0
20060111051124,4,0,2,2,0
20060111051136,3,0,1,2,0
20060111051136,4,0,1,2,0
20060111051136,5,0,2,2,0
20060111051142,3,0,1,1,0
20060111051143,2,0,1,1,0
20060111051143,3,0,1,1,0
20060111051151,2,0,1,2,0
20060111051151,4,0,1,2,0
20060111051186,3,0,1,2,0
20060111051186,4,0,2,2,0
20060111051206,3,0,1,1,0
20060111051215,3,0,2,2,0
20060111051215,4,0,1,2,0
20060111051215,5,0,1,1,0
20060111051246,3,0,1,2,0
20060111051264,3,0,1,1,0
20060111051264,4,0,2,2,0
20060111051270,3,0,1,2,0
20060111051270,4,0,1,2,0
20060111051289,2,0,1,2,0
20060111051289,3,0,2,2,0
20060111051381,5,0,1,2,0
20060111051386,3,0,1,1,0
20060111051386,4,0,1,2,0
20060111051391,1,0,2,2,0
20060111051391,4,0,1,2,0
20060111051427,3,0,1,1,0
20060111051427,4,0,2,2,0
20060111051472,3,0,1,2,0
20060111051489,3,0,2,2,0
20060111051489,4,0,1,2,0
20060111051505,1,0,2,2,0
20060111051505,5,0,1,2,0
20060111051518,1,0,2,2,0
20060111051518,5,0,1,2,0
20060111051549,4,0,1,2,0
20060111051549,5,0,1,2,0
20060111051579,3,0,2,1,0
20060111051683,1,0,1,1,0
20060111051683,4,0,1,1,0
20060111051683,5,0,1,1,0
20060111051683,6,0,1,1,0
20060111051690,5,0,1,2,0
20060111051706,3,0,1,2,0
20060111051706,4,0,2,2,0
20060111051713,3,0,1,2,0
20060111051713,4,0,1,2,0
20060111051714,3,0,1,2,0
20060111051714,4,0,1,2,0
20060111051714,5,0,2,2,0
20060111051714,7,0,2,2,0
20060111051714,8,0,2,2,0
20060111051720,3,0,1,2,0
20060111051727,3,0,1,2,0
20060111051727,4,0,1,2,0
20060111051755,3,0,2,2,0
20060111051755,4,0,1,1,0
20060111051791,3,0,1,2,0
20060111051791,4,0,1,2,0
20060111051791,5,0,1,2,0
20060111051845,2,0,2,1,0
20060111051845,3,0,1,2,0
20060111051877,3,0,1,2,0
20060111051877,4,0,1,2,0
20060111051877,5,0,1,2,0
20060111051883,3,0,1,2,0
20060111051901,3,0,1,2,0
20060111051901,4,0,1,2,0
20060111051933,2,0,1,2,0
20060111051933,3,0,1,2,0
20060111051935,3,0,1,2,0
20060111051935,4,0,1,2,0
20060111051940,5,0,2,2,0
20060111051940,6,0,1,2,0
20060111051940,7,0,2,2,0
20060111051963,2,0,1,1,0
20060111051963,3,0,1,1,0
20060111052010,3,0,2,2,0
20060111052010,4,0,1,2,0
20060111052024,1,0,1,2,0
20060111052024,4,0,1,2,0
20060111052024,5,0,2,2,0
20060111052057,3,0,1,2,0
20060111052057,4,0,1,2,0
20060111052057,5,0,1,2,0
20060111052057,6,0,1,2,0
20060111052069,3,0,1,1,0
20060111052069,4,0,1,1,0
20060111052080,3,0,1,1,0
20060111052080,4,0,1,1,0
20060111052097,3,0,1,2,0
20060111052104,3,0,1,2,0
20060111052104,4,0,1,1,0
20060111052104,5,0,1,2,0
20060111052105,3,0,1,1,0
20060111052105,4,0,1,1,0
20060111052140,3,0,2,1,0
20060111052146,3,0,1,2,0
20060111052146,4,0,1,2,0
20060111052158,3,0,1,1,0
20060111052158,4,0,2,2,0
20060111052174,2,0,2,2,0
20060111052174,3,0,1,2,0
20060111052179,2,0,2,1,0
20060111052179,3,0,2,2,0
20060111052179,4,0,2,2,0
20060111052199,3,0,1,2,0
20060111052199,4,0,1,2,0
20060111052199,5,0,1,2,0
20060111052199,6,0,1,2,0
20060111052220,1,0,1,2,0
20060111052220,4,0,1,1,0
20060111052256,3,0,1,2,0
20060111052256,4,0,2,1,0
20060111052256,5,0,2,2,0
20060111052261,3,0,1,2,0
20060111052261,4,0,2,2,0
20060111052261,5,0,2,2,0
20060111052265,3,0,1,2,0
20060111052265,4,0,1,2,0
20060111052265,5,0,1,2,0
20060111052265,6,0,1,2,0
20060111052265,7,0,1,2,0
20060111052269,2,0,1,1,0
20060111052269,3,0,1,1,0
20060111052269,4,0,2,2,0
20060111052285,2,0,1,1,0
20060111052285,3,0,1,1,0
20060111052287,3,0,1,2,0
20060111052287,4,0,1,2,0
20060111052320,3,0,1,2,0
20060111052320,4,0,1,2,0
20060111052331,1,0,2,2,0
20060111052331,4,0,2,2,0
20060111052331,5,0,1,2,0
20060111052340,2,0,1,1,0
20060111052386,1,0,1,1,0
20060111052396,3,0,1,2,0
20060111052407,3,0,1,1,0
20060111052407,4,0,1,1,0
20060111052442,4,0,1,2,0
20060111052442,5,0,1,2,0
20060111052473,5,0,2,2,0
20060111052473,6,0,1,1,0
20060111052473,7,0,1,1,0
20060111052473,9,0,1,1,0
20060111052515,3,0,2,2,0
20060111052515,4,0,1,2,0
20060111052517,2,0,1,2,0
20060111052517,3,0,1,2,0
20060111052525,1,0,1,2,0
20060111052525,3,0,2,2,0
20060111052525,4,0,2,2,0
20060112050013,3,0,1,1,0
20060112050013,4,0,1,1,0
20060112050029,1,0,1,2,0
20060112050029,5,0,1,2,0
20060112050075,2,0,1,2,0
20060112050082,2,0,1,2,0
20060112050082,3,0,1,2,0
20060112050097,2,0,1,1,0
20060112050097,4,0,1,1,0
20060112050097,5,0,1,1,0
20060112050107,3,0,1,1,0
20060112050145,2,0,1,1,0
20060112050501,3,0,1,1,0
20060112050501,4,0,2,2,0
20060112050505,3,0,1,2,0
20060112050505,4,0,1,2,0
20060112050505,5,0,2,2,0
20060112050506,4,0,1,2,0
20060112050527,1,0,1,1,0
20060112050527,5,0,1,1,0
20060112050530,3,0,1,2,0
20060112050532,3,0,2,2,0
20060112050532,4,0,1,2,0
20060112050541,3,0,1,2,0
20060112050544,3,0,2,2,0
20060112050544,4,0,1,2,0
20060112050544,5,0,1,2,0
20060112050545,1,0,1,2,0
20060112050545,3,0,1,2,0
20060112050546,3,0,1,1,0
20060112050546,4,0,2,2,0
20060112050550,3,0,1,2,0
20060112050550,4,0,1,2,0
20060112050553,2,0,1,1,0
20060112050558,3,0,1,2,0
20060112050558,4,0,1,2,0
20060112050576,3,0,1,2,0
20060112050576,4,0,2,2,0
20060112050581,3,0,1,2,0
20060112050581,4,0,1,2,0
20060112050581,5,0,1,2,0
20060112050581,6,0,1,2,0
20060112050601,4,0,1,2,0
20060112050618,3,0,1,2,0
20060112050618,4,0,1,2,0
20060112050627,2,0,1,1,0
20060112050637,3,0,1,2,0
20060112050637,4,0,2,2,0
20060112050654,3,0,1,2,0
20060112050654,4,0,1,1,0
20060112050654,5,0,2,2,0
20060112050658,3,0,1,2,0
20060112050658,4,0,2,2,0
20060112050674,4,0,1,2,0
20060112050684,2,0,1,2,0
20060112050684,3,0,1,2,0
20060112050700,3,0,1,2,0
20060112050709,1,0,1,2,0
20060112050709,4,0,2,2,0
20060112050709,5,0,1,1,0
20060112050709,6,0,2,2,0
20060112050718,3,0,1,2,0
20060112050718,4,0,2,2,0
20060112050731,3,0,2,2,0
20060112050731,4,0,1,2,0
20060112050758,1,0,1,2,0
20060112050758,4,0,2,2,0
20060112050758,5,0,2,2,0
20060112050758,6,0,2,2,0
20060112050763,3,0,1,2,0
20060112050768,3,0,1,1,0
20060112050768,4,0,1,1,0
20060112050769,4,0,1,2,0
20060112050769,7,0,1,2,0
20060112050769,8,0,1,2,0
20060112050776,3,0,1,2,0
20060112050782,2,0,1,1,0
20060112050782,3,0,1,1,0
20060112050785,3,0,1,2,0
20060112050785,4,0,1,2,0
20060112050803,4,0,1,2,0
20060112050814,3,0,1,2,0
20060112050814,4,0,1,2,0
20060112050829,3,0,1,2,0
20060112050829,4,0,2,2,0
20060112050831,3,0,1,2,0
20060112050831,4,0,1,2,0
20060112050864,2,0,1,1,0
20060112050873,3,0,1,2,0
20060112050885,3,0,1,2,0
20060112050885,4,0,1,2,0
20060112050908,2,0,2,1,0
20060112050908,3,0,2,2,0
20060112050912,4,0,1,2,0
20060112050912,5,0,1,1,0
20060112050912,6,0,1,2,0
20060112050912,7,0,1,2,0
20060112050920,3,0,1,1,0
20060112050921,4,0,1,1,0
20060112050921,5,0,1,1,0
20060112050921,6,0,1,1,0
20060112050921,7,0,1,1,0
20060112050928,3,0,1,1,0
20060112050928,4,0,1,2,0
20060112050928,5,0,2,2,0
20060112050938,2,0,1,2,0
20060112050939,3,0,1,2,0
20060112050942,3,0,1,2,0
20060112050943,3,0,1,2,0
20060112050946,3,0,1,1,0
20060112050967,3,0,2,2,0
20060112050967,5,0,1,2,0
20060112050983,3,0,1,2,0
20060112050992,3,0,1,2,0
20060112050999,3,0,1,2,0
20060112050999,4,0,1,2,0
20060112051026,3,0,1,2,0
20060112051026,4,0,1,2,0
20060112051027,3,0,2,2,0
20060112051027,4,0,1,1,0
20060112051029,4,0,2,2,0
20060112051029,5,0,1,2,0
20060112051037,3,0,1,1,0
20060112051037,4,0,1,1,0
20060112051065,3,0,1,2,0
20060112051065,5,0,1,2,0
20060112051065,6,0,1,2,0
20060112051067,3,0,1,2,0
20060112051070,2,0,1,1,0
20060112051070,3,0,1,1,0
20060112051070,4,0,1,1,0
20060112051073,5,0,1,2,0
20060112051080,3,0,1,2,0
20060112051080,4,0,2,2,0
20060112051080,5,0,2,2,0
20060112051094,3,0,1,2,0
20060112051094,4,0,2,2,0
20060112051107,3,0,1,1,0
20060112051119,3,0,1,2,0
20060112051119,4,0,1,2,0
20060112051119,5,0,2,2,0
20060112051120,3,0,1,2,0
20060112051120,4,0,2,2,0
20060112051125,3,0,1,2,0
20060112051125,4,0,1,2,0
20060112051147,1,0,1,2,0
20060112051147,4,0,1,2,0
20060112051147,5,0,1,2,0
20060112051147,6,0,1,2,0
20060112051148,1,0,1,1,0
20060112051148,4,0,1,1,0
20060112051151,1,0,1,2,0
20060112051151,3,0,1,2,0
20060112051151,4,0,2,2,0
20060112051152,3,0,1,2,0
20060112051152,4,0,1,2,0
20060112051152,5,0,2,2,0
20060112051155,1,0,2,2,0
20060112051155,4,0,1,2,0
20060112051155,5,0,1,2,0
20060112051159,3,0,1,2,0
20060112051161,2,0,1,1,0
20060112051167,3,0,1,2,0
20060112051177,1,0,1,2,0
20060112051180,3,0,1,2,0
20060112051180,4,0,1,2,0
20060112051181,2,0,1,2,0
20060112051181,3,0,1,2,0
20060112051187,3,0,1,2,0
20060112051196,3,0,1,1,0
20060112051196,4,0,1,2,0
20060112051197,4,0,1,2,0
20060112051197,5,0,2,2,0
20060112051197,6,0,1,2,0
20060112051200,3,0,1,2,0
20060112051200,4,0,2,1,0
20060112051214,3,0,1,2,0
20060112051236,2,0,1,1,0
20060112051243,3,0,1,1,0
20060112051244,2,0,1,2,0
20060112051244,3,0,1,2,0
20060112051261,1,0,2,2,0
20060112051261,6,0,1,2,0
20060112051261,7,0,1,2,0
20060112051266,3,0,1,2,0
20060112051266,4,0,1,2,0
20060112051266,5,0,2,2,0
20060112051268,3,0,1,2,0
20060112051268,4,0,1,2,0
20060112051281,2,0,1,2,0
20060112051287,3,0,1,2,0
20060112051315,1,0,2,2,0
20060112051315,4,0,1,1,0
20060112051315,5,0,2,2,0
20060112051316,1,0,1,1,0
20060112051319,1,0,2,2,0
20060112051319,5,0,1,2,0
20060112051321,2,0,1,1,0
20060112051332,3,0,1,2,0
20060112051348,1,0,1,2,0
20060112051348,4,0,2,2,0
20060112051351,4,0,1,2,0
20060112051351,5,0,1,2,0
20060112051351,6,0,2,2,0
20060112051352,2,0,1,2,0
20060112051352,3,0,2,2,0
20060112051354,1,0,1,2,0
20060112051360,3,0,1,2,0
20060112051360,4,0,2,2,0
20060112051365,3,0,1,2,0
20060112051365,4,0,1,2,0
20060112051368,3,0,1,1,0
20060112051368,4,0,2,1,0
20060112051368,5,0,2,1,0
20060112051369,3,0,1,2,0
20060112051369,4,0,1,2,0
20060112051370,3,0,1,2,0
20060112051370,4,0,1,2,0
20060112051374,1,0,1,2,0
20060112051374,4,0,1,2,0
20060112051389,3,0,1,2,0
20060112051389,4,0,1,2,0
20060112051397,3,0,1,2,0
20060112051397,4,0,1,2,0
20060112051397,5,0,2,2,0
20060112051406,5,0,1,2,0
20060112051406,6,0,2,2,0
20060112051411,3,0,1,2,0
20060112051411,4,0,1,1,0
20060112051420,3,0,1,2,0
20060112051420,4,0,1,2,0
20060112051423,3,0,1,2,0
20060112051427,4,0,1,1,0
20060112051438,1,0,2,2,0
20060112051438,4,0,1,2,0
20060112051441,4,0,1,2,0
20060112051441,5,0,1,2,0
20060112051446,3,0,1,2,0
20060112051446,4,0,2,2,0
20060112051447,1,0,1,1,0
20060112051447,4,0,1,1,0
20060112051449,2,0,2,2,0
20060112051449,3,0,1,1,0
20060112051450,3,0,2,2,0
20060112051450,4,0,1,1,0
20060112051452,3,0,1,2,0
20060112051452,4,0,1,2,0
20060112051453,3,0,1,2,0
20060112051453,4,0,1,2,0
20060112051453,5,0,2,2,0
20060112051459,3,0,1,2,0
20060112051459,4,0,1,2,0
20060112051460,3,0,1,2,0
20060112051467,3,0,2,1,0
20060112051474,2,0,1,2,0
20060112051481,4,0,2,2,0
20060112051481,5,0,1,2,0
20060112051481,6,0,1,2,0
20060112051481,7,0,1,2,0
20060112051481,8,0,2,2,0
20060112051494,3,0,1,1,0
20060112051494,4,0,1,1,0
20060112051494,5,0,1,1,0
20060112051494,6,0,1,1,0
20060112051495,2,0,1,1,0
20060112051499,1,0,2,2,0
20060112051499,3,0,1,2,0
20060112051500,3,0,1,2,0
20060112051500,4,0,1,2,0
20060112051500,5,0,2,2,0
20060112051500,6,0,2,2,0
20060112051502,3,0,1,1,0
20060112051503,3,0,1,2,0
20060112051503,4,0,1,2,0
20060112051503,5,0,1,2,0
20060112051505,3,0,1,2,0
20060112051505,4,0,1,2,0
20060112051505,5,0,1,2,0
20060112051510,3,0,1,2,0
20060112051510,4,0,1,2,0
20060112051510,5,0,1,2,0
20060112051515,3,0,1,2,0
20060112051515,4,0,1,2,0
20060112051515,5,0,2,2,0
20060112051522,1,0,2,2,0
20060112051522,4,0,1,1,0
20060112051522,5,0,1,1,0
20060112051528,3,0,1,2,0
20060112051528,4,0,1,2,0
20060112051529,1,0,1,1,0
20060112051529,3,0,1,2,0
20060112051532,4,0,1,2,0
20060112051535,3,0,2,2,0
20060112051535,4,0,1,2,0
20060112051536,4,0,1,2,0
20060112051536,5,0,2,2,0
20060112051536,6,0,2,2,0
20060112051536,7,0,1,2,0
20060112051545,3,0,1,1,0
20060112051545,4,0,1,1,0
20060112051562,2,0,1,2,0
20060112051582,2,0,1,2,0
20060112051587,2,0,1,2,0
20060112051593,3,0,1,1,0
20060112051593,4,0,2,2,0
20060112051603,3,0,1,2,0
20060112051603,4,0,1,2,0
20060112051609,1,0,2,1,0
20060112051609,4,0,1,2,0
20060112051616,2,0,1,1,0
20060112051616,3,0,1,1,0
20060112051629,4,0,2,2,0
20060112051629,6,0,1,2,0
20060112051636,2,0,1,2,0
20060112051667,1,0,2,2,0
20060112051667,3,0,1,2,0
20060112051669,2,0,1,2,0
20060112051669,3,0,1,2,0
20060112051671,3,0,1,2,0
20060112051671,4,0,1,2,0
20060112051673,6,0,1,2,0
20060112051689,2,0,1,2,0
20060112051689,3,0,1,2,0
20060112051689,4,0,2,2,0
20060112051692,4,0,1,2,0
20060112051701,4,0,1,2,0
20060112051713,1,0,1,2,0
20060112051713,7,0,1,2,0
20060112051723,5,0,1,1,0
20060112051723,6,0,1,1,0
20060112051723,7,0,1,1,0
20060112051752,3,0,1,1,0
20060112051758,2,0,1,1,0
20060112051759,2,0,1,1,0
20060112051759,3,0,1,1,0
20060112051759,4,0,1,1,0
20060112051763,3,0,1,2,0
20060112051763,4,0,1,2,0
20060112051763,5,0,1,2,0
20060112051763,6,0,2,2,0
20060112051764,3,0,1,1,0
20060112051764,4,0,2,2,0
20060112051764,5,0,2,2,0
20060112051770,3,0,1,2,0
20060112051770,4,0,2,2,0
20060112051770,5,0,2,2,0
20060112051770,6,0,2,2,0
20060112051772,2,0,1,1,0
20060112051772,3,0,1,1,0
20060112051772,4,0,2,2,0
20060112051777,3,0,2,2,0
20060112051777,4,0,1,2,0
20060112051777,5,0,1,1,0
20060112051777,6,0,1,1,0
20060112051778,4,10,2,2,10
20060112051778,5,0,1,2,0
20060112051778,6,0,1,2,0
20060112051778,7,0,1,2,0
20060112051793,2,0,1,2,0
20060112051793,3,0,2,2,0
20060112051795,2,0,1,2,0
20060112051797,3,0,1,2,0
20060112051801,3,0,1,1,0
20060112051820,3,0,1,2,0
20060112051820,4,0,2,2,0
20060112051820,5,0,2,2,0
20060112051829,4,0,1,1,0
20060112051829,5,0,2,1,0
20060112051831,3,0,1,2,0
20060112051831,4,0,1,2,0
20060112051836,3,0,1,2,0
20060112051836,4,0,1,2,0
20060112051841,3,0,1,1,0
20060112051848,3,0,1,1,0
20060112051848,4,0,1,1,0
20060112051852,7,0,1,1,0
20060112051852,8,0,1,1,0
20060112051859,3,0,1,2,0
20060112051859,4,0,2,2,0
20060112051869,3,0,1,2,0
20060112051876,3,0,1,2,0
20060112051876,4,0,1,2,0
20060112051881,2,0,1,2,0
20060112051891,3,0,1,2,0
20060112051891,4,0,1,2,0
20060112051891,5,0,1,2,0
20060112051895,1,0,1,2,0
20060112051897,4,0,1,1,0
20060112051898,3,0,1,2,0
20060112051924,2,0,1,2,0
20060112051927,5,0,1,2,0
20060112051928,3,0,1,2,0
20060112051928,4,0,2,2,0
20060112051931,3,0,1,2,0
20060112051931,4,0,1,2,0
20060112051931,5,0,2,2,0
20060112051936,3,0,2,2,0
20060112051936,4,0,1,2,0
20060112051936,5,0,1,2,0
20060112051936,6,0,1,2,0
20060112051936,7,0,1,2,0
20060112051936,8,0,2,2,0
20060112051938,2,0,1,2,0
20060112051938,3,0,1,2,0
20060112051941,3,0,1,2,0
20060112051941,4,0,1,2,0
20060112051941,5,0,1,2,0
20060112051941,6,0,1,2,0
20060112051944,3,0,1,2,0
20060112051944,4,0,1,2,0
20060112051962,3,0,1,2,0
20060112051967,3,0,1,1,0
20060112051967,4,0,1,1,0
20060112051967,5,0,2,2,0
20060112051969,2,0,1,2,0
20060112051976,3,0,1,2,0
20060112051984,3,0,1,2,0
20060112051991,3,0,1,2,0
20060112051991,4,0,2,2,0
20060112051991,5,0,2,2,0
20060112051995,4,0,1,1,0
20060112051995,5,0,1,1,0
20060112051996,2,0,2,2,0
20060112051996,4,0,1,2,0
20060112051996,5,0,1,2,0
20060112052013,2,0,1,1,0
20060112052027,3,0,1,1,0
20060112052027,4,0,1,1,0
20060112052033,3,0,1,1,0
20060112052033,4,0,1,1,0
20060112052033,5,0,1,1,0
20060112052046,3,0,1,1,0
20060112052046,4,0,2,2,0
20060112052047,2,0,1,2,0
20060112052047,3,0,1,2,0
20060112052055,3,0,1,1,0
20060112052063,1,0,1,1,0
20060112052064,1,0,1,2,0
20060112052064,4,0,1,2,0
20060112052064,5,0,2,2,0
20060112052065,3,0,1,2,0
20060112052065,4,0,1,2,0
20060112052065,5,0,2,2,0
20060112052079,3,0,1,2,0
20060112052104,3,0,1,1,0
20060112052114,3,0,2,2,0
