TUCASEID,TULINENO,EEINCOME1,ERBMI,ERHHCH,ERINCOME,ERSPEMCH,ERTPREAT,ERTSEAT,ETHGT,ETWGT,EUDIETSODA,EUDRINK,EUEAT,EUEXERCISE,EUEXFREQ,EUFASTFD,EUFASTFDFRQ,EUFFYDAY,EUFDSIT,EUFINLWGT,EUSNAP,EUGENHTH,EUGROSHP,EUHGT,EUINCLVL,EUINCOME2,EUMEAT,EUMILK,EUPRPMEL,EUSODA,EUSTORES,EUSTREASON,EUTHERM,EUWGT,EUWIC,EXINCOME1
20140909140605,1,1,24.1,3,1,5,25,5,0,0,-1,1,1,1,7,1,1,2,1,  6672666.491189,2,3,1,65,5,-1,1,2,1,2,1,3,2,145,-1,0
20140909140608,1,-3,30.1,3,-1,-1,100,0,0,0,1,1,2,1,7,2,-1,-1,1,  2788989.388301,2,3,1,63,5,-3,1,2,1,1,1,4,2,170,-1,3
20140909140615,1,1,36.8,3,1,5,80,1,0,0,2,1,1,2,-1,1,2,1,1,  4557093.256002,1,3,2,57,5,-2,1,2,1,1,-1,-1,2,170,2,72
20140909140626,1,1,26.6,3,1,5,50,10,0,0,1,1,1,1,4,1,2,2,1,  3184747.277606,2,2,1,66,5,-1,1,2,1,1,1,1,2,165,2,0
20140909140629,1,1,26.3,3,1,-1,30,15,0,0,-1,1,1,1,1,2,-1,-1,1,  2282652.534159,2,3,1,67,5,-1,2,2,1,2,1,3,-1,168,-1,0
20140909140630,1,1,28.8,3,1,-1,10,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  2877254.136981,2,4,1,64,5,-1,1,2,1,2,1,1,2,168,-1,0
20140909140647,1,2,24.4,3,3,-1,120,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  5896075.573787,2,3,1,72,5,1,1,2,1,-1,1,2,2,180,-1,0
20140909140662,1,2,25.3,3,5,5,55,30,0,0,-1,1,1,1,2,2,-1,-1,1,  5047873.424245,1,2,2,63,5,2,-1,-1,2,2,-1,-1,-1,143,2,0
20140909140664,1,2,22.5,3,5,-1,30,5,0,0,-1,2,1,1,7,1,2,1,1,  6550968.506498,2,4,1,74,5,2,1,2,3,-1,1,1,2,175,-1,0
20140909140683,1,1,21.3,3,1,-1,120,30,0,0,-1,2,1,1,2,1,2,2,1, 12621139.049216,2,2,2,77,5,-1,-1,-1,2,-1,-1,-1,-1,180,2,0
20140909140692,1,1,23.0,3,1,-1,105,3,0,0,-1,1,1,2,-1,2,-1,-1,1,  2692804.002068,2,3,1,62,5,-1,1,2,1,2,1,2,2,126,-1,0
20140909140700,1,2,22.0,3,3,5,50,10,0,0,-1,1,1,1,7,2,-1,-1,1,  9129854.963895,2,3,2,65,5,1,-1,-1,2,2,-1,-1,-1,132,-1,0
20140909140702,1,1,28.2,3,1,-1,45,0,0,0,1,1,2,2,-1,2,-1,-1,1,  6099561.203494,2,5,1,67,5,-1,1,1,1,1,1,2,2,180,-1,0
20140909140706,1,1,21.0,2,1,-1,90,15,0,0,-1,1,1,1,3,2,-1,-1,1, 12707490.614260,2,2,2,66,5,-2,-1,-1,2,2,-1,-1,-1,130,2,73
20140909140712,1,2,34.5,3,5,5,30,0,0,0,-1,2,2,1,4,2,-1,-1,1, 12520914.852145,2,3,1,67,5,2,-1,-1,2,-1,1,3,-1,220,2,0
20140909140717,1,2,27.5,2,5,-1,115,0,0,0,-1,1,2,1,3,2,-1,-1,1,  6787222.118931,2,3,2,64,5,2,1,2,1,2,-1,-1,2,160,2,0
20140909140745,1,1,24.7,3,1,-1,50,5,0,0,-1,2,1,1,4,2,-1,-1,1,  7486330.616334,2,2,1,67,5,-1,1,2,1,-1,4,1,1,158,-1,0
20140909140748,1,2,31.5,3,3,-1,90,10,0,0,-1,1,1,1,3,2,-1,-1,1,  1191252.371923,2,3,1,62,5,1,1,2,1,2,2,4,2,172,-1,0
20140909140754,1,1,23.8,3,1,5,110,0,0,0,-1,1,2,1,5,1,2,2,1,  2651972.783402,2,2,3,74,5,-1,-1,-1,2,2,1,1,-1,185,1,0
20140909140756,1,1,27.1,3,1,5,30,15,0,0,-1,2,1,2,-1,1,1,2,1,  8977776.295647,2,3,1,62,5,-1,1,2,1,-1,1,6,2,148,-1,0
20140909140768,1,3,22.1,3,2,-1,20,0,0,0,-1,1,2,1,7,1,10,1,1, 10989243.877182,2,3,2,69,5,-1,-1,-1,2,2,-1,-1,-1,150,2,0
20140909140799,1,1,24.6,3,1,5,30,10,0,0,-1,1,1,1,7,1,1,1,1, 11931494.161821,2,1,1,61,5,-1,1,2,1,2,2,4,2,130,-1,0
20140909140801,1,1,24.0,3,1,-1,0,30,0,0,-1,2,1,1,4,1,2,1,1,  1183861.847533,2,2,1,64,5,-1,1,2,1,-1,1,4,2,140,2,0
20140909140823,1,1,24.4,3,1,5,55,3,0,0,2,1,1,1,6,1,1,2,1, 11360455.494962,2,1,3,70,5,-1,-1,-1,2,1,1,2,-1,170,-1,0
20140909140825,1,1,-1.0,3,1,-1,20,0,-1,0,-1,2,2,2,-1,2,-1,-1,1,  1586581.731413,2,3,1,-2,5,-2,2,2,1,-1,2,1,-1,215,-1,71
20140909140826,1,1,29.9,3,1,5,65,3,0,0,-1,1,1,1,2,1,1,2,1, 11090363.465753,2,3,1,66,5,-1,1,2,1,2,1,1,2,185,-1,0
20140909140832,1,1,22.3,3,1,5,60,10,0,0,-1,2,1,1,4,2,-1,-1,1,  6342450.934429,2,2,1,64,5,-2,2,2,1,-1,1,2,-1,130,2,74
20140909140833,1,1,21.3,3,1,-1,35,15,0,0,2,1,1,1,28,2,-1,-1,1,  1714528.354561,2,1,1,77,5,-1,2,2,1,1,1,2,-1,180,-1,0
20140909140856,1,2,21.1,3,3,-1,45,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  5623958.999675,2,4,1,73,5,1,1,2,1,-1,5,1,2,160,-1,0
20140909140858,1,3,32.9,3,2,-1,60,0,0,0,-1,1,2,2,-1,1,2,2,1, 34365628.493457,2,3,2,76,5,-1,-1,-1,2,2,-1,-1,-1,270,2,0
20140909140864,1,2,23.7,3,3,-1,90,10,0,0,2,1,1,2,-1,1,10,2,1,  3195115.551497,2,4,1,71,5,1,1,2,1,1,1,1,2,170,-1,0
20140909140869,1,1,25.4,3,1,5,75,30,0,0,1,1,1,1,2,1,1,2,1, 19272635.593502,2,2,1,60,5,-1,-1,-1,2,1,1,2,-1,130,-1,0
20140909140892,1,1,27.4,3,1,5,60,45,0,0,-1,1,1,1,5,1,1,2,1, 14762102.743022,2,2,1,61,5,-1,1,2,1,2,2,4,1,145,2,0
20140909140897,1,1,22.1,3,1,5,75,30,0,0,1,1,1,1,5,1,1,2,1,  8524643.816731,2,1,3,63,5,-1,1,2,3,1,1,3,1,125,-1,0
20140909140918,1,2,27.3,3,3,5,5,30,0,0,-1,1,1,2,-1,2,-1,-1,1, 18098282.556621,2,4,1,63,5,1,1,2,1,2,2,1,2,154,-1,0
20140909140922,1,3,27.4,3,2,-1,75,3,0,0,3,1,1,1,7,1,2,1,1,  2602419.539013,2,4,1,66,5,-1,2,2,1,1,1,1,-1,170,-1,0
20140909140925,1,1,25.6,3,1,5,48,0,0,0,-1,2,2,1,3,2,-1,-1,1,  2508713.853168,2,1,2,65,5,-1,1,2,3,-1,-1,-1,2,154,2,0
20140909140942,1,2,26.0,1,5,-1,120,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  3661439.054798,2,5,1,62,5,2,1,2,1,2,2,5,2,142,-1,0
20140909140947,1,-2,-1.0,3,-1,5,90,0,0,-1,-1,1,2,1,5,1,2,1,1, 10069193.047523,2,2,3,67,5,-2,1,2,1,2,1,2,2,-2,-1,2
20140909140962,1,1,32.1,3,1,5,30,5,0,0,-1,1,1,1,2,2,-1,-1,1, 10161822.389607,2,2,2,67,5,-1,-1,-1,2,2,-1,-1,-1,205,-1,0
20140909140972,1,2,38.4,3,5,-1,135,0,0,0,2,1,2,2,-1,2,-1,-1,1,  2301158.894910,2,3,1,63,5,2,1,2,1,1,1,2,2,217,-1,0
20140909140992,1,2,47.4,3,3,5,165,20,0,1,-1,2,1,2,-1,1,1,2,1, 14711694.001871,2,4,2,71,5,1,-1,-1,2,-1,-1,-1,-1,340,2,0
20140909141006,1,2,28.2,3,5,5,45,15,0,0,2,1,1,2,-1,2,-1,-1,1, 11303741.252030,2,1,2,66,5,3,1,2,1,1,-1,-1,1,175,2,0
20140909141009,1,2,23.6,3,3,-1,40,10,0,0,-1,2,1,1,1,1,4,2,1, 39050695.814198,2,1,2,68,5,1,-1,-1,2,-1,-1,-1,-1,155,2,0
20140909141024,1,1,23.7,3,1,-1,35,5,0,0,2,1,1,2,-1,1,3,1,1,  3094784.133107,2,2,1,72,5,-1,-1,-1,2,1,2,6,-1,175,-1,0
20140909141028,1,2,29.5,3,3,-1,10,10,0,0,2,1,1,1,7,1,1,1,1,  6510170.387543,2,2,1,69,5,1,1,2,1,1,1,2,2,200,-1,0
20140909141029,1,2,24.0,3,5,5,90,0,0,0,-1,1,2,1,3,1,1,2,1,  8246539.583634,1,4,3,67,5,2,-1,-1,2,2,1,1,-1,153,-1,0
20140909141045,1,2,23.4,3,3,-1,90,0,0,0,-1,1,2,1,7,1,4,1,1,  7542034.853615,2,3,1,60,5,1,1,2,1,2,1,6,2,120,-1,0
20140909141065,1,3,20.5,3,2,-1,30,15,0,0,-1,1,1,1,7,2,-1,-1,1,  2530014.941115,2,1,1,60,5,-1,-1,-1,2,2,1,2,-1,105,-1,0
20140909141073,1,2,-1.0,3,5,-1,25,5,0,-1,-1,1,1,1,3,1,2,2,1,  3146092.600565,2,4,3,65,5,2,1,2,3,2,2,1,2,-3,-1,0
20140909141080,1,1,22.9,3,1,-1,30,30,0,0,-1,2,1,1,3,1,2,1,1,  5222723.076306,2,1,1,62,5,-1,1,2,1,-1,1,1,2,125,2,0
20140909141083,1,1,31.7,3,1,5,90,120,0,0,-1,2,1,1,7,1,3,2,1,  8659760.985966,2,2,3,69,5,-1,1,2,1,-1,3,1,2,215,-1,0
20140909141090,1,1,19.8,3,1,5,20,60,0,0,-1,2,1,1,2,2,-1,-1,1,  6570790.087680,2,2,3,61,5,-3,2,2,3,-1,2,6,-1,105,2,82
20140909141097,1,2,25.8,3,5,-1,90,15,0,0,-1,2,1,1,7,2,-1,-1,1,  6309503.204318,2,1,1,67,5,2,1,2,1,-1,1,3,2,165,-1,0
20140909141108,1,1,25.6,3,1,-1,30,20,0,0,-1,2,1,1,5,2,-1,-1,1, 16480199.669122,1,3,2,62,5,-2,-1,-1,2,-1,-1,-1,-1,140,2,75
20140909141124,1,1,23.7,3,1,-1,20,120,0,0,-1,1,1,1,3,2,-1,-1,1,  2545141.409739,2,1,1,72,5,-1,1,2,1,2,1,-2,2,175,-1,0
20140909141125,1,1,25.8,3,1,-1,70,0,0,0,-1,2,2,1,14,1,4,1,1,  5456416.359891,2,2,1,70,5,-1,2,2,1,-1,1,4,-1,180,-1,0
20140909141145,1,1,25.1,3,1,-1,35,0,0,0,1,1,2,1,5,1,6,2,1,  5639308.471323,2,2,2,73,5,-1,-1,-1,2,1,-1,-1,-1,190,-1,0
20140909141146,1,2,24.4,3,5,-1,85,0,0,0,-1,1,2,1,7,2,-1,-1,1, 10477607.524122,2,3,1,72,5,2,1,2,1,2,1,1,2,180,-1,0
20140909141147,1,1,36.0,3,1,-1,20,40,0,0,-1,1,1,1,2,1,1,1,1,  7429504.144268,2,4,1,64,5,-1,2,2,1,2,2,2,-1,210,2,0
20140909141172,1,1,29.1,3,1,-1,150,0,0,0,1,1,2,2,-1,2,-1,-1,1,  2421124.083680,2,4,1,65,5,-1,1,2,1,1,1,2,2,175,-1,0
20140909141176,1,2,-1.0,3,3,5,75,0,0,-1,2,1,2,1,7,2,-1,-1,1, 26329510.161245,1,4,1,65,5,1,1,2,1,1,1,1,2,-3,2,0
20140909141192,1,2,21.9,3,3,-1,35,0,0,0,-1,1,2,1,4,2,-1,-1,1,  5042302.209914,2,2,3,62,5,1,1,2,1,2,2,2,2,120,-1,0
20140909141200,1,1,32.7,3,1,5,40,5,0,0,-1,1,1,1,4,1,2,2,1,  5923016.812549,2,2,1,59,5,-1,1,2,1,2,1,5,2,162,-1,0
20140909141202,1,1,17.7,3,1,-1,45,10,0,0,-1,1,1,1,2,2,-1,-1,1,  6885160.288688,2,2,2,69,5,-2,-1,-1,2,2,-1,-1,-1,120,2,73
20140909141212,1,1,25.8,3,1,-1,45,30,0,0,1,1,1,1,4,2,-1,-1,1,  7058979.276941,2,2,1,68,5,-1,1,2,1,1,2,6,2,170,-1,0
20140909141222,1,1,41.8,3,1,-1,0,680,0,0,2,1,1,2,-1,1,5,1,1,  6639357.935917,2,3,2,68,5,-1,-1,-1,2,1,-1,-1,-1,275,2,0
20140909141255,1,3,33.9,1,2,5,105,20,0,0,2,1,1,1,7,1,1,2,1,  9883548.093320,2,3,1,73,5,-1,1,2,1,1,1,1,1,257,2,0
20140909141268,1,3,29.8,3,2,-1,60,30,0,0,-1,1,1,2,-1,1,7,1,1,  2844627.674310,2,3,1,72,5,-1,1,2,1,2,1,2,2,220,-1,0
20140909141281,1,1,19.0,3,1,-1,60,15,0,0,-1,2,1,1,7,2,-1,-1,1,  3151864.863382,2,1,1,63,5,-1,1,2,1,-1,1,2,1,107,2,0
20140909141282,1,1,24.4,3,1,-1,60,0,0,0,1,1,2,1,7,1,1,2,1,  4069117.615318,2,3,1,72,5,-1,1,2,1,1,2,1,2,180,-1,0
20140909141303,1,2,33.3,3,3,-1,30,0,0,0,2,1,2,1,7,2,-1,-1,1,  2790982.190308,2,4,1,65,5,1,1,2,1,1,1,3,2,200,-1,0
20140909141317,1,1,29.4,3,1,-1,120,0,0,0,1,1,2,1,4,1,11,1,1, 10393108.864407,2,3,2,70,5,-1,-1,-1,2,1,-1,-1,-1,205,-1,0
20140909141322,1,1,23.3,3,1,5,105,0,0,0,-1,2,2,1,1,1,2,2,1,  9271335.814666,2,2,3,65,5,-1,1,2,3,-1,-2,-1,2,140,-1,0
20140909141324,1,2,-1.0,3,3,5,60,10,-1,0,-1,1,1,2,-1,2,-1,-1,1,  2388262.453773,2,2,3,-2,5,1,1,2,1,2,2,1,1,300,1,0
20140909141334,1,2,25.4,3,5,2,20,0,0,0,2,1,2,2,-1,2,-1,-1,1, 14450112.901836,2,3,1,74,5,2,1,2,1,1,2,6,2,198,-1,13
20140909141340,1,1,25.5,3,1,-1,65,0,0,0,-1,1,2,1,7,1,3,1,1,  3393452.872851,2,1,1,65,5,-1,2,2,1,2,1,1,-1,153,2,0
20140909141362,1,1,29.2,3,1,5,95,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  4340302.295694,2,3,3,63,5,-1,1,2,1,-1,1,2,2,165,-1,0
20140909141366,1,1,31.2,3,1,-1,110,0,0,0,-1,2,2,1,2,1,5,1,1, 10307353.172077,2,2,1,72,5,-1,1,2,1,-1,1,2,1,230,-1,0
20140909141381,1,2,25.8,3,5,5,15,0,0,0,-1,1,2,2,-1,1,3,1,1,  5251373.866698,2,1,2,70,5,2,-1,-1,2,2,-1,-1,-1,180,2,0
20140909141398,1,1,21.0,3,1,-1,120,5,0,0,-1,1,1,1,14,2,-1,-1,1,  4467319.672944,2,1,1,66,5,-1,1,2,1,2,1,3,2,130,2,0
20140909141435,1,2,27.1,3,5,-1,30,10,0,0,1,1,1,1,3,2,-1,-1,2,  2748242.897084,2,5,1,62,5,2,2,2,1,1,2,4,-1,148,-1,0
20140909141441,1,2,26.4,1,3,-1,20,15,0,0,-1,1,1,1,2,1,7,1,1,  3787440.175237,2,3,1,72,5,1,1,2,1,2,1,2,2,195,-1,0
20140909141488,1,2,-1.0,3,3,-1,60,15,0,-1,2,1,1,2,-1,1,2,2,1,  1566701.781840,2,4,1,67,5,1,1,2,1,1,2,1,2,-3,-1,0
20140909141511,1,1,30.5,3,1,-1,0,18,0,0,-1,1,1,1,3,2,-1,-1,1,  4913612.819483,2,3,1,67,5,-1,1,2,1,2,1,2,2,195,-1,0
20140909141534,1,2,21.9,3,5,-1,0,35,0,0,2,1,1,1,2,1,4,2,1,  2546739.274602,1,2,1,62,5,2,1,2,1,1,2,1,2,120,2,0
20140909141540,1,1,26.6,3,1,5,30,10,0,0,-1,2,1,2,-1,1,1,2,1, 16139923.997052,2,2,1,64,5,-1,1,1,1,-1,2,1,2,155,-1,0
20140909141544,1,1,32.3,3,1,5,40,0,0,0,-1,2,2,1,4,1,5,1,1,  4910026.841980,2,3,1,66,5,-1,1,2,1,-1,2,1,2,200,2,0
20140909141556,1,2,39.9,3,3,-1,30,25,0,0,-1,2,1,1,5,1,2,2,1,  6092970.823812,2,3,1,61,5,1,1,2,1,-1,1,2,2,211,2,0
20140909141557,1,1,37.5,3,1,-1,100,5,0,0,1,1,1,1,3,1,2,1,1,  6822342.242340,2,2,1,62,5,-1,2,2,1,1,2,2,-1,205,-1,0
20140909141558,1,1,30.9,3,1,-1,35,5,0,0,-1,1,1,1,5,1,2,2,1,  5944513.801142,2,3,1,67,5,-1,1,2,1,2,2,1,2,197,-1,0
20140909141587,1,2,23.2,3,5,-1,75,10,0,0,1,1,1,1,3,2,-1,-1,1,  3715345.239368,2,2,1,62,5,2,1,2,1,1,1,3,2,127,-1,0
20140909141593,1,1,31.9,3,1,-1,59,0,0,0,1,1,2,2,-1,1,5,1,1,  1119062.145109,2,3,1,63,5,-1,1,2,1,1,1,3,2,180,-1,0
20140909141597,1,1,37.5,3,1,5,0,150,0,0,2,1,1,2,-1,2,-1,-1,1,  9723832.334856,2,4,1,62,5,-1,1,2,1,1,2,2,2,205,-1,0
20140909141615,1,1,22.1,3,1,-1,35,0,0,0,-1,2,2,1,2,1,4,1,1, 58186465.853577,2,2,2,63,5,-1,-1,-1,2,-1,-1,-1,-1,125,2,0
20140909141641,1,2,31.2,3,5,5,150,30,0,0,1,1,1,1,5,2,-1,-1,1, 19212143.710423,2,4,2,71,5,2,-1,-1,2,1,-1,-1,-1,224,-1,0
20140909141643,1,1,27.4,3,1,-1,90,15,0,0,-1,1,1,1,2,1,3,2,1,  9017633.661472,2,2,1,62,5,-1,1,2,1,2,2,2,2,150,2,0
20140909141662,1,1,33.0,3,1,5,30,30,0,0,-1,1,1,2,-1,1,3,2,1,  3800734.862860,2,4,2,75,5,-1,1,2,1,2,-1,-1,2,264,2,0
20140909141665,1,1,25.7,3,1,5,55,10,0,0,1,1,1,1,1,1,3,1,1,  4703410.889370,2,2,3,63,5,-1,1,2,1,1,2,4,2,145,2,0
20140909141673,1,1,24.9,3,1,-1,25,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  5931668.300408,2,3,1,66,5,-1,1,2,1,2,1,2,1,154,2,0
20140909141676,1,1,32.0,3,1,-1,125,0,0,0,-1,2,2,2,-1,1,7,1,1,  5793435.122211,2,3,1,76,5,-1,1,2,1,-1,1,4,2,263,-1,0
20140909141682,1,1,26.3,3,1,5,70,0,0,0,-1,1,2,1,5,1,1,2,1, 18179993.456470,2,2,2,74,5,-1,-1,-1,2,2,-1,-1,-1,205,-1,0
20140909141685,1,1,29.0,3,1,2,80,0,0,0,-1,1,2,1,5,1,1,1,1, 10020262.039949,2,2,1,66,5,-1,1,2,1,2,1,3,-2,180,-1,0
20140909141696,1,1,30.8,3,1,5,170,20,0,0,1,1,1,1,5,2,-1,-1,1, 11403542.867488,2,2,3,74,5,-1,1,2,3,1,1,3,2,240,-1,0
20140909141729,1,1,18.6,3,1,-1,0,20,0,0,-1,1,1,2,-1,1,2,2,1,  4045081.042803,2,2,1,65,5,-1,1,2,1,2,1,1,2,112,2,0
20140909141735,1,1,27.5,3,1,5,205,5,0,0,1,1,1,1,5,2,-1,-1,1,  3077574.491563,2,1,3,64,5,-1,1,2,1,1,1,4,2,160,2,0
20140909141746,1,1,27.3,3,1,5,60,3,0,0,-1,1,1,1,7,2,-1,-1,1,  9535686.886855,2,1,2,69,5,-1,-1,-1,2,2,-1,-1,-1,185,2,0
20140909141756,1,1,21.6,3,1,5,45,30,0,0,-1,1,1,2,-1,1,5,2,1,  8441214.843377,2,2,1,67,5,-1,1,2,1,2,2,4,2,138,2,0
20140909141768,1,1,33.7,3,1,-1,70,10,0,0,-1,1,1,1,3,1,7,1,1,  2980510.213678,2,2,1,67,5,-1,2,2,1,2,1,2,-1,215,2,0
20140909141780,1,1,22.6,3,1,-1,15,0,0,0,1,1,2,1,3,1,6,2,1,   824944.529917,2,3,1,66,5,-1,1,2,1,1,2,1,2,140,-1,0
20140909141784,1,1,29.5,3,1,-1,80,5,0,0,2,1,1,2,-1,1,7,1,1,  3117407.969509,2,3,1,69,5,-1,1,2,1,1,1,2,2,200,-1,0
20140909141794,1,2,23.6,3,5,-1,120,23,0,0,2,1,1,2,-1,2,-1,-1,1,  1234662.382918,2,4,1,65,5,2,1,2,1,1,1,2,2,142,-1,0
20140909141806,1,2,18.3,3,3,5,30,144,0,0,-1,1,1,1,3,1,3,1,1,  3223430.534023,2,2,1,62,5,1,1,2,1,2,1,2,2,100,2,0
20140909141808,1,1,29.5,3,1,5,26,4,0,0,-1,1,1,1,3,1,2,1,1,  4895314.192406,2,2,2,69,5,-1,1,2,3,2,-1,-1,2,200,2,0
20140909141810,1,3,30.0,3,2,-1,20,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  6783369.202431,2,4,1,75,5,-1,1,2,1,-1,1,2,2,240,-1,0
20140909141816,1,1,29.0,3,1,5,45,30,0,0,-1,2,1,1,4,2,-1,-1,1,  3157114.840113,2,2,2,66,5,-1,-1,-1,2,-1,-1,-1,-1,180,2,0
20140909141838,1,1,29.0,3,1,5,50,2,0,0,-1,1,1,1,5,1,1,2,1,  6843692.236327,2,2,1,63,5,-1,1,2,1,2,1,1,2,164,2,0
20140909141840,1,1,-1.0,3,1,-1,20,5,-1,-1,-1,2,1,1,2,2,-1,-1,1,  3958757.115871,2,3,1,-3,5,-3,1,2,1,-1,1,2,2,-3,2,81
20140909141846,1,1,26.5,3,1,5,120,0,0,0,-1,1,2,1,6,1,1,2,1,  2865897.962192,2,1,2,70,5,-1,-1,-1,2,2,-1,-1,-1,185,2,0
20140909141849,1,1,28.3,3,1,5,80,0,0,0,-1,1,2,1,2,1,2,2,1,  8870556.741872,2,2,1,64,5,-1,2,2,1,2,1,4,-1,165,-1,0
20140909141865,1,1,34.5,3,1,5,90,15,0,0,1,1,1,1,3,1,6,1,1,  2961389.835159,2,2,1,63,5,-1,1,2,1,1,1,2,2,195,2,0
20140909141899,1,1,23.4,3,1,-1,110,0,0,0,-1,1,2,1,7,1,2,2,1, 16956286.344255,2,2,1,60,5,-1,1,2,1,2,1,6,2,120,-1,0
20140909141905,1,1,28.2,3,1,5,80,0,0,0,1,1,2,2,-1,2,-1,-1,1, 17489501.051164,2,3,3,67,5,-1,-1,-1,2,1,1,4,-1,180,-1,0
20140909141912,1,3,-1.0,3,2,-1,60,0,0,-1,-1,1,2,1,7,1,4,1,1,  7766795.938049,2,2,1,69,5,-1,2,2,1,2,2,2,-1,-3,-1,0
20140909141923,1,2,22.1,3,3,5,25,15,0,0,2,1,1,2,-1,1,6,1,1,  3283794.271429,2,1,2,66,5,1,-1,-1,2,1,-1,-1,-1,137,2,0
20140909141945,1,1,31.1,3,1,-1,55,6,0,0,2,1,1,2,-1,1,1,2,2,  1932016.356902,2,3,1,62,5,-1,1,2,1,1,1,2,2,170,-1,0
20140909141951,1,1,21.8,3,1,1,50,10,0,0,-1,1,1,1,6,1,1,1,1,  5959946.463753,2,1,1,66,5,-1,1,2,1,2,-2,-1,2,135,2,0
20140909141977,1,1,20.0,3,1,3,70,30,0,0,1,1,1,1,1,1,6,2,1,  2427401.421246,2,2,3,65,5,-1,-1,-1,2,1,1,2,-1,120,-1,0
20140909141978,1,3,24.4,3,2,5,105,0,0,0,-1,2,2,1,2,2,-1,-1,1,  9794363.138826,2,1,1,71,5,-1,1,2,1,-1,3,1,2,175,-1,0
20140909141982,1,2,18.5,1,5,-1,80,10,0,2,-1,1,1,2,-1,1,1,1,1,  2459363.942889,2,2,1,61,5,2,1,2,1,2,1,2,2,98,-1,0
20140909141993,1,-3,-1.0,3,-1,-1,35,0,-1,-1,1,1,2,-3,-1,-3,-1,-1,-3,  2151354.990025,-3,5,1,-3,5,-3,-1,-1,-3,1,1,4,-1,-3,-1,3
20140909141998,1,1,30.8,3,1,5,55,5,0,0,-1,2,1,-2,-1,2,-1,-1,1, 18172481.885922,2,3,3,65,5,-1,1,2,1,-1,1,2,2,185,-1,0
20140909142026,1,1,29.1,3,1,-1,0,4,0,0,-1,1,1,1,4,1,1,2,1,  1497822.639834,2,3,1,65,5,-1,1,2,1,2,2,1,2,175,2,0
20140909142042,1,3,23.0,3,2,5,100,30,0,0,-1,1,1,2,-1,1,-2,2,1,  6507423.908922,2,3,1,63,5,-1,1,2,1,2,1,6,2,130,-1,0
20140909142045,1,1,29.3,3,1,-1,20,30,0,0,1,1,1,1,7,1,1,2,1,  6109527.738497,2,1,1,71,5,-1,1,2,1,1,1,1,2,210,2,0
20140909142048,1,1,18.8,3,1,5,60,10,0,0,-1,2,1,1,7,1,2,2,1,  6224645.687159,2,2,1,67,5,-3,1,2,1,-1,1,3,2,120,2,82
20140909142051,1,1,25.8,3,1,5,30,15,0,0,-1,2,1,1,3,1,1,2,1,  2177300.887710,2,2,2,71,5,-1,1,2,3,-1,-1,-1,2,185,1,0
20140909142057,1,1,27.5,1,1,-1,45,0,0,0,2,1,2,1,2,1,5,1,1,  1549457.110040,2,3,1,64,5,-1,1,2,1,1,2,1,2,160,-1,0
20140909142062,1,1,-1.0,3,1,-1,90,0,-1,-1,-1,1,2,-3,-1,1,2,2,1,  6089722.872029,2,-3,1,-3,5,-3,1,2,1,2,1,2,2,-3,-1,81
20140909142073,1,1,26.5,3,1,5,55,0,0,0,2,1,2,2,-1,1,3,1,1, 10935320.247591,2,2,1,62,5,-1,1,2,1,1,1,2,2,145,2,0
20140909142076,1,1,25.4,3,1,-1,30,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  2703375.451964,2,3,1,68,5,-1,2,2,1,-1,5,1,-1,167,-1,0
20140909142100,1,2,28.0,3,3,5,60,0,0,0,2,1,2,2,-1,2,-1,-1,1, 18448958.342606,2,3,2,67,5,1,-1,-1,2,1,-1,-1,-1,179,2,0
20140909142134,1,1,29.2,3,1,-1,0,10,0,0,-1,2,1,2,-1,2,-1,-1,1,  4108765.411006,2,1,1,72,5,-1,2,2,1,-1,1,2,-1,215,-1,0
20140909142136,1,1,32.8,3,1,5,50,0,0,0,-1,1,2,1,2,1,13,2,1,  6355818.150213,2,3,1,71,5,-1,2,2,1,2,1,2,-1,235,-1,0
20140909142152,1,2,25.2,3,2,5,0,0,0,0,2,1,2,2,-1,1,4,1,1,  6220944.137775,2,3,1,63,5,-1,1,2,1,1,1,3,2,142,2,0
20140909142159,1,1,19.6,3,1,5,40,10,0,0,-1,1,1,1,4,2,-1,-1,1,  2674495.014251,2,1,1,62,5,-1,2,2,1,2,1,3,-1,107,2,0
20140909142160,1,1,25.8,3,1,5,45,0,0,0,2,1,2,1,4,2,-1,-1,1, 10038263.104815,2,3,2,68,5,1,1,2,1,1,-1,-1,2,170,1,71
20140909142180,1,1,27.5,3,1,5,120,0,0,0,1,1,2,1,4,1,1,2,1, 10222413.270219,2,1,2,65,5,-1,-1,-1,2,1,-1,-1,-1,165,-1,0
20140909142191,1,1,24.6,1,1,-1,55,0,0,0,-1,2,2,1,2,1,2,1,1,  2630383.667466,2,4,1,63,5,-1,1,2,1,-1,1,2,2,139,2,0
