case_id,snap_benefits,general_health,height_in,income_130_pov,statistical_weight,num_children,income_185_pov,meal_preparer,grocery_shopper,secondary_eating_duration,secondary_drinking_duration,primary_eating_duration,secondary_drinking_day_prior,weight_lb,secondary_eating_day_prior,bmi,secondary_eating_all_day,secondary_drinking_all_day,activity_list,assisted_meals,year
20060101060823,0.0,5,67,,6941152.427712,0,1.0,1.0,1.0,75,120,60,1.0,137.0,1.0,21.5,,,"19,20,21,30,30",,2006
20060101060825,0.0,3,72,,3685119.442176,1,1.0,3.0,3.0,0,0,29,0.0,200.0,0.0,27.1,,,,,2006
20060101060848,0.0,4,71,,1655416.122773,3,1.0,2.0,2.0,270,330,0,1.0,195.0,1.0,27.2,,,"2,14,14",3.0,2006
20060101060849,0.0,5,68,,2298975.20488,0,1.0,1.0,1.0,0,0,165,0.0,147.0,0.0,22.3,,,,,2006
20060101060851,0.0,5,67,,1830194.404945,1,1.0,2.0,1.0,10,251,45,1.0,140.0,1.0,21.9,,,"4,4,18",2.0,2006
20060101060854,0.0,5,67,,1660534.43005,0,1.0,1.0,1.0,30,0,105,0.0,147.0,1.0,23.0,,,16,,2006
20060101060857,1.0,3,62,1.0,8493368.948756,4,2.0,1.0,1.0,70,0,150,0.0,,1.0,,,,"5,10",1.0,2006
20060101060875,0.0,4,70,,6216258.6597879995,0,1.0,1.0,1.0,0,0,30,0.0,220.0,0.0,31.6,,,,,2006
20060101060885,0.0,3,68,,4945869.862948,0,1.0,1.0,1.0,60,40,60,1.0,220.0,1.0,33.4,,,"14,16,26",,2006
20060101060890,0.0,4,67,,35924860.871317,0,1.0,3.0,3.0,0,30,60,1.0,130.0,0.0,20.4,,,"5,6",,2006
20060101060897,0.0,5,71,2.0,1766555.978048,0,2.0,1.0,1.0,0,0,50,0.0,200.0,0.0,27.9,,,,,2006
20060101060914,0.0,5,76,,1938190.7867509997,4,1.0,3.0,3.0,10,40,140,1.0,185.0,1.0,22.5,,,"2,6,6",4.0,2006
20060101060924,0.0,3,59,2.0,7139156.716112,0,2.0,1.0,1.0,20,120,40,1.0,117.0,1.0,23.6,,,"10,11,11",,2006
20060101060928,0.0,3,68,,14244881.773870999,0,1.0,2.0,2.0,76,193,0,1.0,155.0,1.0,23.6,,,"2,3,4,4,5,7,9,11,13,15,17,20,21,21,23,24,25,25,27,28,29,30",,2006
20060101060939,1.0,5,62,1.0,5541309.016685,1,2.0,1.0,1.0,0,0,45,0.0,135.0,0.0,24.7,,,,,2006
20060101060951,0.0,3,67,,1801010.452391,1,1.0,1.0,1.0,20,10,35,1.0,190.0,1.0,29.8,,,"22,28,36",,2006
20060101060979,0.0,2,73,,5739322.322509999,0,1.0,3.0,3.0,20,15,30,1.0,218.0,1.0,28.8,,,"3,3,8",,2006
20060101060982,0.0,3,65,,5189786.997829,0,1.0,1.0,1.0,30,0,60,0.0,205.0,1.0,34.1,,,14,,2006
20060101060987,0.0,4,72,,7753195.271725999,0,1.0,3.0,3.0,0,0,20,0.0,245.0,0.0,33.2,,,,,2006
20060101060991,0.0,5,67,,1952006.2046349999,1,1.0,1.0,2.0,50,15,120,1.0,230.0,1.0,36.0,,,"9,10,11,12",,2006
20060101060995,0.0,4,72,,5611038.719117,1,1.0,3.0,3.0,0,0,40,0.0,200.0,0.0,27.1,,,,,2006
20060101060996,0.0,4,70,,15641099.257002,0,1.0,3.0,3.0,0,0,30,0.0,169.0,0.0,24.2,,,,,2006
20060101061011,0.0,4,67,,6197876.829499,2,1.0,3.0,1.0,5,15,95,1.0,160.0,1.0,25.1,,,"6,11",,2006
20060101061012,0.0,5,63,2.0,2683746.370949,2,2.0,3.0,3.0,0,0,24,0.0,140.0,0.0,24.8,,,,,2006
20060101061026,0.0,4,69,1.0,7424284.809972,1,2.0,3.0,1.0,0,0,75,0.0,190.0,0.0,28.1,,,,,2006
20060101061036,0.0,5,72,,8616006.57832,2,1.0,1.0,2.0,0,0,60,0.0,170.0,0.0,23.1,,,,,2006
20060101061043,0.0,1,62,2.0,5988896.392947,0,2.0,1.0,3.0,60,180,70,1.0,104.0,1.0,19.0,,,"9,9,11",,2006
20060101061048,0.0,4,69,,5114462.994836,1,1.0,1.0,1.0,0,0,26,0.0,152.0,0.0,22.4,,,,,2006
20060101061054,0.0,3,63,2.0,8379484.884611,2,2.0,2.0,2.0,0,0,25,0.0,138.0,0.0,24.4,,,,,2006
20060101061074,0.0,3,66,,3751075.0074190004,0,1.0,3.0,3.0,790,790,20,1.0,,1.0,,,,"7,7",,2006
20060101061080,0.0,3,71,,5957116.615249,0,1.0,1.0,1.0,0,0,115,0.0,215.0,0.0,30.0,,,,,2006
20060101061082,0.0,5,71,,3155743.1639799997,2,1.0,3.0,3.0,20,45,10,1.0,190.0,1.0,26.5,,,"5,8,10",2.0,2006
20060101061083,0.0,3,62,1.0,18432641.295462,0,2.0,1.0,1.0,0,0,65,0.0,144.0,0.0,26.3,,,,,2006
20060101061085,,9,-3,,2027878.0277349998,2,1.0,,,-3,-3,45,,,,,,,,,2006
20060101061089,0.0,5,72,1.0,1543179.8969100001,0,2.0,1.0,1.0,5,10,20,1.0,165.0,1.0,22.4,,,"4,12",,2006
20060101061094,0.0,4,65,,16650442.888944,0,1.0,1.0,1.0,0,0,60,0.0,210.0,0.0,34.9,,,,,2006
20060101061104,0.0,3,75,,1426962.8618790002,1,1.0,2.0,2.0,0,0,165,0.0,228.0,0.0,28.5,,,,,2006
20060101061119,0.0,4,72,,7271997.444938,0,1.0,3.0,3.0,0,0,129,0.0,225.0,0.0,30.5,,,,,2006
20060101061121,0.0,4,67,2.0,9892608.301663,1,2.0,3.0,3.0,16,15,70,1.0,165.0,1.0,25.8,,,"13,14,18",,2006
20060101061135,0.0,3,72,,6035541.562176,1,1.0,3.0,1.0,2,0,45,0.0,195.0,1.0,26.4,,,14,,2006
20060101061136,0.0,3,60,2.0,2121761.673006,0,2.0,1.0,1.0,30,0,180,0.0,182.0,1.0,35.5,,,16,,2006
20060101061141,0.0,4,66,,9629708.080078,0,1.0,3.0,3.0,0,0,140,0.0,165.0,0.0,26.6,,,,,2006
20060101061164,0.0,4,69,,7475656.015198,1,1.0,1.0,1.0,8,14,45,1.0,205.0,1.0,30.3,,,"3,3,4,21",1.0,2006
20060101061174,0.0,3,67,2.0,3700323.237825,3,2.0,3.0,3.0,2,40,45,1.0,210.0,1.0,32.9,,,"2,8,9",2.0,2006
20060101061189,0.0,3,59,,6516625.252748,0,,1.0,1.0,0,0,65,0.0,140.0,0.0,28.3,,,,,2006
20060101061202,0.0,3,72,1.0,1930484.6923330002,0,2.0,1.0,1.0,24,160,45,1.0,177.0,1.0,24.0,,,"2,11,16,16,18",,2006
20060101061203,0.0,2,62,,3065978.702122,2,1.0,1.0,1.0,0,0,45,0.0,150.0,0.0,27.4,,,,,2006
20060101061208,0.0,3,66,2.0,4182413.764317,0,2.0,1.0,1.0,0,0,30,0.0,200.0,0.0,32.3,,,,,2006
20060101061209,0.0,3,69,,1667757.25077,0,1.0,3.0,2.0,0,0,165,0.0,240.0,0.0,35.4,,,,,2006
20060101061211,0.0,4,60,,2435983.98818,2,1.0,3.0,3.0,0,0,75,0.0,115.0,0.0,22.5,,,,,2006
20060101061220,0.0,5,67,,5844233.611748001,2,1.0,1.0,1.0,2,0,50,0.0,155.0,1.0,24.3,,,17,2.0,2006
20060101061226,0.0,4,66,2.0,4799768.514052,0,2.0,1.0,1.0,0,0,80,0.0,130.0,0.0,21.0,,,,,2006
20060101061230,0.0,4,68,,5275395.811853,0,1.0,1.0,1.0,10,303,0,1.0,132.0,1.0,20.1,,,"3,5,7,7",,2006
20060101061232,0.0,3,61,1.0,11164934.382934,2,2.0,1.0,1.0,0,0,50,0.0,,0.0,,,,,,2006
20060101061242,0.0,4,65,,13645565.374102,0,1.0,1.0,1.0,10,0,20,0.0,121.0,1.0,20.1,,,"10,22",,2006
20060101061244,0.0,4,68,1.0,8125004.4870029995,0,2.0,3.0,3.0,0,0,150,0.0,180.0,0.0,27.4,,,,,2006
20060101061275,0.0,2,63,,5916381.946667,2,1.0,1.0,1.0,15,0,75,0.0,140.0,1.0,24.8,,,6,4.0,2006
20060101061282,0.0,2,71,,3532744.806826,0,1.0,1.0,1.0,-2,0,30,0.0,225.0,,31.4,,,,,2006
20060101061284,0.0,3,71,,2894173.794122,0,1.0,1.0,1.0,30,0,75,0.0,185.0,1.0,25.8,,,6,,2006
20060101061287,0.0,5,67,,11669664.954434,0,1.0,1.0,3.0,0,0,30,0.0,196.0,0.0,30.7,,,,,2006
20060101061291,0.0,3,65,,12290562.519372,0,1.0,1.0,1.0,0,0,110,0.0,138.0,0.0,23.0,,,,,2006
20060101061297,0.0,3,64,,1915468.0824270002,0,1.0,3.0,3.0,75,30,110,1.0,155.0,1.0,26.6,,,"8,8,12",,2006
20060101061319,1.0,2,60,2.0,1158347.591751,0,2.0,1.0,1.0,0,0,10,0.0,175.0,0.0,34.2,,,,,2006
20060101061321,0.0,5,63,,8226232.295389,0,1.0,1.0,1.0,30,45,55,1.0,127.0,1.0,22.5,,,"6,14",,2006
20060101061322,0.0,4,70,,4964941.845931,0,1.0,3.0,2.0,0,0,282,0.0,200.0,0.0,28.7,,,,,2006
20060101061325,0.0,3,67,2.0,21549369.714091,0,2.0,3.0,3.0,0,0,70,0.0,175.0,0.0,27.4,,,,,2006
20060101061352,0.0,3,67,,10681244.94677,2,1.0,3.0,3.0,5,15,85,1.0,193.0,1.0,30.2,,,"3,26",,2006
20060101061356,0.0,3,68,,6832469.124598,0,1.0,2.0,2.0,0,0,45,0.0,170.0,0.0,25.8,,,,,2006
20060101061360,1.0,3,65,2.0,1366192.73794,2,2.0,1.0,1.0,17,0,90,0.0,280.0,1.0,46.6,,,"4,25",4.0,2006
20060101061361,0.0,5,62,,4798617.878853,0,1.0,2.0,2.0,0,0,75,0.0,140.0,0.0,25.6,,,,,2006
20060101061362,0.0,4,73,,7251126.945173,1,1.0,1.0,1.0,0,0,100,0.0,240.0,0.0,31.7,,,,,2006
20060101061368,0.0,4,72,,1444885.719308,1,1.0,3.0,3.0,0,0,45,0.0,190.0,0.0,25.8,,,,,2006
20060101061375,0.0,4,69,,2296613.895293,2,1.0,3.0,2.0,15,0,55,0.0,210.0,1.0,31.0,,,12,,2006
20060101061380,0.0,4,65,2.0,1922005.337659,3,2.0,1.0,2.0,20,645,10,1.0,145.0,1.0,24.1,,,"3,4,5,6,7,8,8,13,16",6.0,2006
20060101061387,0.0,5,60,,14627383.712120999,0,1.0,2.0,1.0,2,0,35,0.0,104.0,1.0,20.3,,,7,,2006
20060101061394,0.0,3,64,,2551146.429218,4,1.0,2.0,2.0,30,0,95,0.0,,1.0,,,,12,2.0,2006
20060101061402,0.0,4,63,,5805731.592817,0,1.0,1.0,1.0,56,58,52,1.0,158.0,1.0,28.0,,,"19,33,33,37",,2006
20060101061406,1.0,5,65,2.0,2638278.819256,1,2.0,1.0,1.0,5,0,0,0.0,300.0,1.0,49.9,,,11,1.0,2006
20060101061411,0.0,4,65,,1270920.168735,0,1.0,3.0,2.0,0,0,60,0.0,171.0,0.0,28.5,,,,,2006
20060101061423,0.0,3,73,,2551976.1192509998,2,1.0,3.0,3.0,7,45,65,1.0,290.0,1.0,38.3,,,"14,22,30,30,32,32",4.0,2006
20060101061426,0.0,4,62,,5841372.2175,0,1.0,1.0,2.0,1,240,90,1.0,130.0,1.0,23.8,,,"3,4,10,10",,2006
20060101061430,0.0,4,68,,4778630.676763,0,1.0,3.0,1.0,15,100,125,1.0,180.0,1.0,27.4,,,"13,24",,2006
20060101061434,0.0,5,68,1.0,2000823.684636,0,2.0,1.0,1.0,45,60,90,1.0,220.0,1.0,33.4,,,"3,4,10,18",,2006
20060101061435,0.0,4,71,,8263948.689024,0,1.0,2.0,3.0,0,0,25,0.0,192.0,0.0,26.8,,,,,2006
20060101061438,0.0,5,77,1.0,9311267.235289,2,2.0,3.0,3.0,15,5,90,1.0,260.0,1.0,30.8,,,"21,21",2.0,2006
20060101061443,0.0,3,60,2.0,11302690.122421,0,2.0,1.0,1.0,0,0,17,0.0,125.0,0.0,24.4,,,,,2006
20060101061456,0.0,5,70,,2387849.187924,1,1.0,1.0,1.0,0,0,80,0.0,125.0,0.0,17.9,,,,,2006
20060101061463,0.0,5,60,,1591899.458616,2,1.0,1.0,1.0,25,0,70,0.0,135.0,1.0,26.4,,,"15,24",,2006
20060101061468,0.0,3,64,,16500930.906253,0,,1.0,1.0,60,60,60,1.0,117.0,1.0,20.1,,,"10,10",,2006
20060101061472,0.0,5,76,,1586478.223909,2,1.0,1.0,1.0,5,2,35,1.0,242.0,1.0,29.5,,,"16,43",1.0,2006
20060101061474,0.0,4,68,1.0,5419517.7444,0,2.0,1.0,1.0,0,0,50,0.0,143.0,0.0,21.7,,,,,2006
20060101061484,0.0,5,73,1.0,4441053.131036,0,2.0,1.0,1.0,35,530,6,1.0,183.0,1.0,24.1,,,"9,10,13,14,18,23",,2006
20060101061486,0.0,2,68,1.0,6475318.057461,2,,2.0,3.0,0,0,15,0.0,180.0,0.0,27.4,,,,,2006
20060101061497,0.0,5,73,,2697269.3515029997,2,1.0,3.0,2.0,30,450,55,1.0,187.0,1.0,24.7,,,"10,11,12,12,16,19",,2006
20060101061520,0.0,3,71,,2343995.931863,0,1.0,1.0,1.0,0,0,111,0.0,245.0,0.0,34.2,,,,,2006
20060101061522,0.0,4,61,,2679068.350804,0,1.0,1.0,1.0,5,0,30,0.0,110.0,1.0,20.8,,,5,,2006
20060101061524,0.0,3,64,,4875803.052692,0,1.0,1.0,1.0,0,0,35,0.0,160.0,0.0,27.5,,,,,2006
20060101061527,0.0,4,65,1.0,2133437.809421,2,2.0,1.0,1.0,0,0,110,0.0,110.0,0.0,18.3,,,,,2006
20060101061528,0.0,3,68,,4915520.099896,0,1.0,2.0,1.0,10,0,120,0.0,171.0,1.0,26.0,,,2,,2006
20060101061531,0.0,3,65,2.0,3712610.5762050003,0,2.0,2.0,2.0,2,0,75,0.0,142.0,1.0,23.6,,,20,,2006
20060101061541,0.0,3,66,2.0,5975061.825633001,0,2.0,1.0,1.0,0,0,75,0.0,145.0,0.0,23.4,,,,,2006
20060101061552,0.0,2,65,,2061376.087038,3,1.0,1.0,1.0,0,0,90,0.0,165.0,0.0,27.5,,,,,2006
20060101061555,0.0,5,71,1.0,5089814.686982,2,1.0,1.0,1.0,0,0,70,0.0,142.0,0.0,19.8,,,,,2006
20060101061566,0.0,4,67,,5746299.190644001,0,1.0,3.0,3.0,0,0,100,0.0,214.0,0.0,33.5,,,,,2006
20060101061569,0.0,5,63,1.0,2335656.00062,0,1.0,2.0,2.0,0,0,60,0.0,,0.0,,,,,,2006
20060101061596,0.0,4,68,,2035479.454359,2,1.0,3.0,3.0,0,0,75,0.0,175.0,0.0,26.6,,,,,2006
20060101061597,0.0,3,65,1.0,4457487.06601,2,2.0,1.0,1.0,15,20,30,1.0,180.0,1.0,30.0,,,"4,6,15,19",4.0,2006
20060101061598,0.0,3,70,,9372398.372664,2,1.0,3.0,3.0,40,0,40,0.0,250.0,1.0,35.9,,,7,,2006
20060101061614,0.0,4,70,,6697075.77057,2,1.0,2.0,2.0,25,20,45,1.0,240.0,1.0,34.4,,,"4,4,5,5,9",2.0,2006
20060101061636,0.0,3,67,1.0,6022849.156976,2,2.0,3.0,2.0,0,0,45,0.0,290.0,0.0,45.4,,,,,2006
20060101061658,0.0,3,64,2.0,1202707.760154,1,2.0,1.0,1.0,42,0,45,0.0,145.0,1.0,24.9,,,"3,10,13",1.0,2006
20060101061665,0.0,5,69,2.0,3630974.093465,4,2.0,3.0,3.0,25,85,30,1.0,147.0,1.0,21.7,,,"9,9,13",1.0,2006
20060101061706,0.0,2,72,,5990055.755478,1,1.0,3.0,3.0,20,0,20,0.0,219.0,1.0,29.7,,,5,1.0,2006
20060101061710,0.0,4,68,,2564797.886148,1,1.0,1.0,1.0,0,0,145,0.0,235.0,0.0,35.7,,,,,2006
20060101061716,0.0,4,66,,3789416.3659940003,0,1.0,3.0,3.0,0,0,90,0.0,180.0,0.0,29.0,,,,,2006
20060101061720,0.0,3,63,2.0,6382020.535333,0,2.0,1.0,1.0,15,15,60,1.0,118.0,1.0,20.9,,,"31,31",,2006
20060101061729,0.0,3,64,,9330354.1345,2,1.0,1.0,1.0,0,0,50,0.0,135.0,0.0,23.2,,,,,2006
20060101061740,0.0,4,59,,5312148.271202,2,1.0,1.0,1.0,26,0,128,0.0,125.0,1.0,25.2,,,"12,13,29",1.0,2006
20060101061757,0.0,2,67,,15144074.786289,0,1.0,1.0,1.0,10,0,90,0.0,250.0,1.0,39.2,,,"9,19",,2006
20060101061781,0.0,4,71,,30665336.695274,0,1.0,1.0,1.0,0,0,90,0.0,125.0,0.0,17.4,,,,,2006
20060101061783,0.0,3,72,1.0,6579060.536923001,1,2.0,3.0,1.0,36,60,50,1.0,168.0,1.0,22.8,,,"6,8,19,21,21,24,25",,2006
20060101061788,0.0,2,62,2.0,2078076.868025,0,2.0,1.0,1.0,530,0,65,0.0,110.0,1.0,20.1,,,"9,10,11,13",,2006
20060101061791,0.0,2,65,,2180906.413524,0,1.0,1.0,1.0,45,5,75,1.0,160.0,1.0,26.6,,,"8,8",,2006
20060101061799,0.0,5,69,,2164367.4460130003,0,1.0,1.0,1.0,2,10,55,1.0,116.0,1.0,17.1,,,"10,18",,2006
20060101061805,0.0,3,71,,4818184.5851489995,3,1.0,3.0,3.0,0,0,90,0.0,180.0,0.0,25.1,,,,,2006
20060101061809,0.0,4,64,,3053098.2895509996,3,1.0,3.0,3.0,0,0,45,0.0,120.0,0.0,20.6,,,,,2006
20060101061811,0.0,3,69,,5870255.428518,0,1.0,3.0,3.0,60,60,0,1.0,170.0,1.0,25.1,,,"4,4",,2006
20060101061815,0.0,4,64,,7531208.70241,1,1.0,3.0,3.0,5,5,65,1.0,103.0,1.0,17.7,,,"11,11,13",1.0,2006
20060101061818,0.0,2,74,,2273802.450316,1,1.0,3.0,3.0,5,0,120,0.0,235.0,1.0,30.2,,,4,,2006
20060101061821,0.0,2,68,,2094730.388903,3,1.0,3.0,3.0,1,80,33,1.0,195.0,1.0,29.6,,,"2,2,19",1.0,2006
20060101061825,0.0,4,63,,1934307.597661,1,1.0,1.0,1.0,3,290,125,1.0,150.0,1.0,26.6,,,"4,5,6,15,16,16,18,21,22,23,24",1.0,2006
20060101061834,0.0,4,62,,2526852.574548,2,1.0,1.0,1.0,1,0,92,0.0,140.0,1.0,25.6,,,14,,2006
20060101061845,0.0,2,72,1.0,1877703.528508,2,2.0,1.0,1.0,0,0,45,0.0,230.0,0.0,31.2,,,,,2006
20060101061852,0.0,3,71,,2486937.301628,0,1.0,1.0,1.0,0,0,70,0.0,195.0,0.0,27.2,,,,,2006
20060101061854,0.0,4,66,1.0,25666666.234257,0,2.0,1.0,1.0,0,0,60,0.0,204.0,0.0,32.9,,,,,2006
20060101061856,0.0,3,64,2.0,2021206.8844259998,0,2.0,1.0,1.0,0,0,60,0.0,145.0,0.0,24.9,,,,,2006
20060101061868,0.0,2,74,,11304952.313997999,0,1.0,3.0,3.0,0,120,70,1.0,250.0,0.0,32.1,,,4,,2006
20060101061883,0.0,3,68,1.0,1340500.367071,1,2.0,1.0,1.0,15,0,0,0.0,170.0,1.0,25.8,,,8,,2006
20060101061889,0.0,3,69,,2276233.843534,0,1.0,3.0,1.0,10,40,80,1.0,180.0,1.0,26.6,,,"3,9,9,12",,2006
20060101061900,0.0,1,65,,4520566.004108001,0,1.0,1.0,1.0,0,0,50,0.0,200.0,0.0,33.3,,,,,2006
20060101061906,0.0,4,61,,3610198.0042760004,0,1.0,3.0,2.0,20,0,45,0.0,193.0,1.0,36.5,,,"11,13",,2006
20060101061917,0.0,4,64,,11431077.25632,0,1.0,1.0,1.0,15,60,55,1.0,190.0,1.0,32.6,,,"7,11,16,18,26",,2006
20060101061920,0.0,5,67,,4391671.654812001,2,1.0,1.0,1.0,1,25,15,1.0,118.0,1.0,18.5,,,"4,5,6,24",2.0,2006
20060101061924,0.0,5,64,,1570714.745013,4,1.0,1.0,1.0,40,85,0,1.0,125.0,1.0,21.5,,,"8,8,9,11,15,15",4.0,2006
20060101061927,0.0,5,70,,6773657.627125,2,1.0,2.0,3.0,60,30,45,1.0,215.0,1.0,30.8,,,"2,3,4,6,8",1.0,2006
20060101061928,0.0,4,65,1.0,2106865.535858,2,2.0,2.0,1.0,0,0,30,0.0,165.0,0.0,27.5,,,,,2006
20060101061931,0.0,5,70,,7962132.355858,1,1.0,3.0,2.0,60,0,25,0.0,170.0,1.0,24.4,,,6,,2006
20060101061935,0.0,3,62,,3275906.245283,1,1.0,1.0,1.0,54,300,10,1.0,220.0,1.0,40.2,,,"2,2,9,9,12",1.0,2006
20060101061944,0.0,3,62,,1850513.632829,0,1.0,1.0,1.0,8,0,30,0.0,118.0,1.0,21.6,,,14,,2006
20060101061949,0.0,3,63,1.0,2045685.594041,0,2.0,1.0,1.0,15,0,180,0.0,123.0,1.0,21.8,,,9,,2006
